"protocol_type","opcod","date","station","protocol","surface","nb_sp","nb_ind","year","length_sourced"
"complete",4519,2010-09-17,10056,"complete",1136,10,1160,2010,160
"complete",4518,2011-09-15,10056,"complete",1169.6,9,535,2011,160
"complete",4517,2012-09-20,10056,"complete",1200,9,414,2012,160
"complete",4516,2013-09-05,10056,"complete",1140.8,9,390,2013,160
"complete",4515,2015-09-08,10056,"complete",1163.2,9,304,2015,160
"complete",4514,2016-09-27,10056,"complete",1193.6,10,876,2016,160
"complete",4513,2017-09-29,10056,"complete",1285.2,10,628,2017,170
"complete",39630,2018-09-10,10056,"complete",1040,9,274,2018,160
"complete",3457,1995-09-12,10058,"complete",751.5,5,233,1995,167
"complete",3458,1996-09-17,10058,"complete",671.34,6,390,1996,167
"complete",3463,1997-09-16,10058,"complete",731,5,430,1997,172
"complete",3455,1998-09-15,10058,"complete",860,6,261,1998,172
"complete",3454,1999-09-14,10058,"complete",860,6,283,1999,172
"complete",3453,2000-09-12,10058,"complete",849.68,5,190,2000,172
"complete",3452,2001-09-11,10058,"complete",844.52,5,247,2001,172
"complete",3451,2002-09-17,10058,"complete",856.56,5,213,2002,172
"complete",3450,2003-09-16,10058,"complete",774,5,182,2003,172
"complete",3449,2004-09-14,10058,"complete",776,6,328,2004,160
"complete",3448,2005-09-08,10058,"complete",739.6,6,363,2005,172
"complete",3447,2006-09-07,10058,"complete",792,6,183,2006,165
"complete",3446,2007-09-19,10058,"complete",918.75,5,173,2007,175
"complete",3445,2008-08-28,10058,"complete",675,6,131,2008,135
"complete",4992,2015-09-03,10058,"complete",637.5,5,89,2015,125
"complete",39629,2018-09-11,10058,"complete",540.5,8,97,2018,115
"complete",7081,1997-09-18,10075,"complete",532,9,542,1997,133
"complete",7126,1999-09-08,10075,"complete",560,13,302,1999,140
"complete",7342,2000-09-06,10075,"complete",588,11,487,2000,140
"complete",7407,2001-09-07,10075,"complete",588,13,778,2001,140
"complete",7442,2002-09-04,10075,"complete",588,9,727,2002,140
"complete",7472,2003-09-09,10075,"complete",588,9,814,2003,140
"complete",7505,2004-09-07,10075,"complete",658,8,1050,2004,140
"complete",7539,2005-09-13,10075,"complete",560,11,897,2005,140
"complete",7562,2006-09-12,10075,"complete",607.6,10,930,2006,140
"complete",7583,2007-09-12,10075,"complete",644,7,495,2007,140
"complete",7714,2009-09-30,10075,"complete",698.6,12,755,2009,140
"complete",7801,2011-09-22,10075,"complete",588,9,529,2011,140
"complete",8101,2013-09-30,10075,"complete",700.3,11,485,2013,149
"complete",8100,2015-09-22,10075,"complete",672,11,556,2015,140
"complete",8099,2017-10-17,10075,"complete",644,11,582,2017,140
"complete",7077,1997-09-17,10081,"complete",624,8,307,1997,130
"complete",7127,1999-09-08,10081,"complete",624,7,225,1999,130
"complete",7343,2000-09-06,10081,"complete",650,9,161,2000,130
"complete",7408,2001-09-07,10081,"complete",650,11,215,2001,130
"complete",7443,2002-09-04,10081,"complete",650,9,503,2002,130
"complete",7473,2003-09-09,10081,"complete",650,8,238,2003,130
"complete",7501,2004-09-07,10081,"complete",663,7,267,2004,130
"complete",52204,2005-09-13,10081,"complete",650,9,395,2005,130
"complete",7564,2006-09-12,10081,"complete",652.6,10,670,2006,130
"complete",7641,2008-06-24,10081,"complete",698.1,9,367,2008,130
"complete",7775,2010-09-24,10081,"complete",573.3,10,686,2010,117
"complete",7863,2012-11-15,10081,"complete",530.4,10,367,2012,120
"complete",8017,2014-09-17,10081,"complete",598,9,478,2014,130
"complete",8016,2016-08-22,10081,"complete",587.5,8,252,2016,125
"complete",39245,2018-09-25,10081,"complete",200,11,441,2018,125
"partial",51658,1995-09-21,10102,"partial_over_bank",728,15,1577,1995,2970
"partial",51665,1996-09-19,10102,"partial_over_bank",528,16,525,1996,2970
"partial",7536,2005-09-09,10102,"partial_by_point",1250,13,602,2005,2970
"partial",7568,2006-09-08,10102,"partial_by_point",1250,17,621,2006,2970
"partial",7590,2007-09-13,10102,"partial_by_point",1250,14,534,2007,2970
"partial",7675,2008-09-22,10102,"partial_by_point",1250,11,377,2008,2700
"partial",7800,2011-09-07,10102,"partial_by_point",1250,12,220,2011,2500
"partial",7852,2012-09-04,10102,"partial_by_point",1250,10,120,2012,2500
"partial",7890,2013-09-27,10102,"partial_by_point",1250,18,2880,2013,2500
"partial",7904,2014-09-17,10102,"partial_by_point",1250,14,1038,2014,2500
"partial",7912,2015-06-17,10102,"partial_by_point",1250,11,227,2015,2500
"partial",7941,2016-09-23,10102,"partial_by_point",1250,15,1037,2016,2500
"partial",7955,2017-09-21,10102,"partial_by_point",1250,13,1005,2017,2500
"complete",7130,1999-09-14,10136,"complete",765,12,575,1999,170
"complete",7352,2000-09-12,10136,"complete",850,10,373,2000,170
"complete",7393,2001-09-12,10136,"complete",850,16,1077,2001,170
"complete",7427,2002-09-12,10136,"complete",850,15,2826,2002,170
"complete",7469,2003-09-04,10136,"complete",850,16,2428,2003,170
"complete",7500,2004-09-02,10136,"complete",799,10,152,2004,170
"complete",7528,2005-09-06,10136,"complete",510,8,137,2005,170
"complete",7550,2006-09-05,10136,"complete",838.1,6,57,2006,170
"complete",7582,2007-09-04,10136,"complete",884,16,3474,2007,170
"complete",7728,2009-09-07,10136,"complete",850,15,193,2009,170
"complete",7793,2011-08-30,10136,"complete",884,14,1301,2011,170
"complete",8156,2013-08-27,10136,"complete",867,13,605,2013,170
"complete",8155,2015-09-18,10136,"complete",969,13,1170,2015,170
"complete",8154,2017-09-11,10136,"complete",595,15,1067,2017,170
"complete",7133,1999-09-14,10146,"complete",494,12,505,1999,130
"complete",7355,2000-09-13,10146,"complete",672,12,494,2000,112
"complete",7403,2001-09-13,10146,"complete",784,12,674,2001,112
"complete",7428,2002-09-12,10146,"complete",784,10,730,2002,112
"complete",7468,2003-09-03,10146,"complete",784,12,663,2003,112
"complete",7499,2004-09-01,10146,"complete",952,11,1078,2004,112
"complete",7531,2005-09-07,10146,"complete",784,8,583,2005,112
"complete",7655,2008-09-08,10146,"complete",927.96,8,1427,2008,111
"complete",7764,2010-09-17,10146,"complete",840,10,1274,2010,140
"complete",7845,2012-09-17,10146,"complete",767.2,10,732,2012,112
"complete",8162,2014-09-12,10146,"complete",1157.1,11,1142,2014,133
"complete",8161,2016-09-16,10146,"complete",1024.1,13,1396,2016,133
"complete",39235,2018-09-24,10146,"complete",957.6,12,1418,2018,133
"partial",7530,2005-09-08,10153,"partial_by_point",1250,19,1264,2005,2250
"partial",7570,2006-09-07,10153,"partial_by_point",1250,16,2983,2006,2250
"partial",52253,2007-09-05,10153,"partial_by_point",1250,16,1777,2007,2250
"partial",7661,2008-09-09,10153,"partial_by_point",1250,17,947,2008,2000
"partial",7731,2009-09-18,10153,"partial_by_point",1250,18,1883,2009,2500
"partial",7754,2010-09-15,10153,"partial_by_point",1250,17,2563,2010,2000
"partial",7796,2011-09-02,10153,"partial_by_point",1250,14,949,2011,2500
"partial",7842,2012-09-20,10153,"partial_by_point",1250,20,1533,2012,2500
"partial",7870,2013-09-04,10153,"partial_by_point",1250,18,2024,2013,2500
"partial",7905,2014-10-01,10153,"partial_by_point",1250,16,1783,2014,2500
"partial",7925,2015-10-07,10153,"partial_by_point",1250,17,1657,2015,2500
"partial",7930,2016-09-15,10153,"partial_by_point",1250,16,1215,2016,2500
"partial",7957,2017-10-11,10153,"partial_by_point",1250,18,1560,2017,2500
"partial",51633,1995-05-29,10189,"partial_over_bank",526,11,247,1995,750
"partial",51676,1996-06-11,10189,"partial_over_bank",546,15,399,1996,750
"partial",7523,2005-06-07,10189,"partial_by_point",937.5,14,558,2005,750
"partial",7542,2006-06-13,10189,"partial_by_point",937.5,15,536,2006,750
"partial",7653,2008-06-12,10189,"partial_by_point",937.5,14,101,2008,680
"partial",7703,2009-06-10,10189,"partial_by_point",937.5,16,443,2009,500
"partial",7778,2010-07-01,10189,"partial_by_point",937.5,13,795,2010,500
"partial",7815,2011-05-30,10189,"partial_by_point",937.5,15,1283,2011,500
"partial",7825,2012-05-23,10189,"partial_by_point",937.5,15,415,2012,500
"partial",7866,2013-06-17,10189,"partial_by_point",937.5,15,1200,2013,700
"partial",7896,2014-06-17,10189,"partial_by_point",937.5,16,772,2014,700
"partial",7915,2015-06-16,10189,"partial_by_point",937.5,17,532,2015,700
"partial",7932,2016-06-14,10189,"partial_by_point",937.5,18,458,2016,700
"partial",7950,2017-06-13,10189,"partial_by_point",937.5,18,543,2017,750
"complete",7115,1999-05-11,10268,"complete",428,11,107,1999,107
"complete",7338,2000-08-31,10268,"complete",374.5,9,225,2000,107
"complete",7415,2001-10-17,10268,"complete",481.5,7,403,2001,107
"complete",7433,2002-08-22,10268,"complete",481.5,13,493,2002,107
"complete",7451,2003-07-03,10268,"complete",481.5,9,375,2003,107
"complete",7488,2004-07-02,10268,"complete",406.6,8,426,2004,107
"complete",7524,2005-06-28,10268,"complete",420,9,1687,2005,105
"complete",7540,2006-07-11,10268,"complete",417.3,6,422,2006,107
"complete",7628,2008-07-03,10268,"complete",378,10,256,2008,90
"complete",7699,2009-06-04,10268,"complete",538.08,11,400,2009,118
"complete",7738,2010-06-01,10268,"complete",508.5,8,681,2010,113
"complete",7787,2011-05-19,10268,"complete",474.6,12,260,2011,113
"complete",7824,2012-05-22,10268,"complete",545.1,12,289,2012,115
"complete",7869,2013-07-03,10268,"complete",575,11,254,2013,115
"complete",7893,2014-06-17,10268,"complete",440,9,333,2014,110
"complete",7921,2015-06-23,10268,"complete",477.6,10,286,2015,120
"complete",7945,2016-07-04,10268,"complete",500.4,10,270,2016,120
"complete",7947,2017-06-14,10268,"complete",418.8,9,241,2017,120
"complete",39089,2018-06-22,10268,"complete",516.35,13,335,2018,115
"complete",7120,1999-06-24,10324,"complete",840,14,742,1999,120
"complete",7329,2000-06-22,10324,"complete",720,12,375,2000,120
"complete",7391,2001-06-21,10324,"complete",720,13,1296,2001,120
"complete",7419,2002-06-18,10324,"complete",720,12,868,2002,120
"complete",7457,2003-06-19,10324,"complete",720,9,538,2003,120
"complete",7478,2004-06-16,10324,"complete",864,14,225,2004,120
"complete",7522,2005-06-08,10324,"complete",912,10,1248,2005,120
"complete",7555,2006-06-27,10324,"complete",933.6,13,805,2006,120
"complete",7654,2008-07-04,10324,"complete",753.3,15,663,2008,93
"complete",7742,2010-06-22,10324,"complete",753.6,13,1296,2010,120
"complete",7832,2012-06-06,10324,"complete",856.8,13,547,2012,126
"complete",8269,2014-06-06,10324,"complete",945,11,617,2014,126
"complete",8268,2016-06-07,10324,"complete",957.6,11,215,2016,126
"complete",38888,2018-06-01,10324,"complete",932.4,14,558,2018,126
"complete",7121,1999-06-24,10338,"complete",480,6,542,1999,160
"complete",7328,2000-06-22,10338,"complete",640,6,523,2000,160
"complete",7388,2001-06-21,10338,"complete",720,7,817,2001,160
"complete",7418,2002-06-18,10338,"complete",720,6,421,2002,160
"complete",7458,2003-06-19,10338,"complete",592,7,530,2003,160
"complete",7479,2004-06-16,10338,"complete",912,6,406,2004,160
"complete",7521,2005-06-08,10338,"complete",520,8,429,2005,130
"complete",7552,2006-06-14,10338,"complete",860.8,7,71,2006,160
"complete",7650,2008-06-10,10338,"complete",825.24,8,1131,2008,138
"complete",7743,2010-06-22,10338,"complete",816,8,681,2010,150
"complete",7835,2012-06-06,10338,"complete",808.27,7,692,2012,131
"complete",8217,2014-06-06,10338,"complete",938,7,2030,2014,140
"complete",8216,2016-06-07,10338,"complete",868,7,826,2016,140
"complete",38889,2018-06-01,10338,"complete",742,6,530,2018,140
"complete",7117,1999-06-22,10344,"complete",960,10,836,1999,160
"complete",7332,2000-06-20,10344,"complete",960,10,1118,2000,160
"complete",7390,2001-09-11,10344,"complete",960,10,2532,2001,160
"complete",7421,2002-06-19,10344,"complete",960,9,1594,2002,160
"complete",7454,2003-06-17,10344,"complete",960,10,1758,2003,160
"complete",7477,2004-06-15,10344,"complete",1104,9,1172,2004,160
"complete",7520,2005-06-07,10344,"complete",1168,8,1393,2005,160
"complete",7543,2006-06-13,10344,"complete",1168,10,925,2006,160
"complete",7651,2008-06-11,10344,"complete",1184.82,10,621,2008,147
"complete",7745,2010-06-23,10344,"complete",1052.28,12,1229,2010,148
"complete",7826,2012-07-03,10344,"complete",1171.59,11,607,2012,147
"complete",8125,2014-06-02,10344,"complete",1003.2,13,184,2014,152
"complete",8124,2016-06-07,10344,"complete",1216,8,208,2016,152
"complete",38838,2018-05-31,10344,"complete",1155,15,536,2018,150
"complete",7118,1999-06-23,10380,"complete",450,13,380,1999,150
"complete",7331,2000-06-21,10380,"complete",450,12,456,2000,150
"complete",7392,2001-06-20,10380,"complete",450,12,442,2001,150
"complete",7417,2002-06-17,10380,"complete",450,13,334,2002,150
"complete",7455,2003-06-18,10380,"complete",450,12,405,2003,150
"complete",7480,2004-06-17,10380,"complete",570,13,577,2004,150
"complete",7506,2005-06-09,10380,"complete",405,12,323,2005,150
"complete",7553,2006-06-14,10380,"complete",543,13,524,2006,150
"complete",7813,2011-05-26,10380,"complete",384.99,10,334,2011,123
"complete",7876,2013-06-25,10380,"complete",471.51,8,134,2013,117
"complete",8267,2015-05-22,10380,"complete",526.5,11,240,2015,130
"complete",8266,2017-07-05,10380,"complete",351,9,263,2017,117
"complete",16724,1995-08-22,10392,"complete",632.5,10,524,1995,115
"complete",16723,1996-08-20,10392,"complete",632.5,11,439,1996,115
"complete",16721,1997-08-19,10392,"complete",632.5,6,155,1997,115
"complete",16722,1998-08-19,10392,"complete",583,9,221,1998,106
"complete",16720,1999-08-17,10392,"complete",583,9,232,1999,106
"complete",16719,2000-08-28,10392,"complete",528,13,307,2000,88
"complete",16717,2001-09-05,10392,"complete",540,13,330,2001,90
"complete",16716,2002-08-29,10392,"complete",540,12,506,2002,90
"complete",16715,2003-08-26,10392,"complete",405,12,584,2003,90
"complete",16714,2004-08-25,10392,"complete",612,13,362,2004,90
"complete",16713,2005-09-06,10392,"complete",517.5,14,627,2005,90
"complete",16712,2006-09-05,10392,"complete",522,12,437,2006,90
"complete",16711,2007-09-06,10392,"complete",657,9,317,2007,90
"complete",16710,2008-09-04,10392,"complete",684,10,161,2008,90
"complete",16709,2009-09-03,10392,"complete",579.6,10,318,2009,90
"complete",16707,2011-09-09,10392,"complete",576,13,727,2011,90
"complete",16706,2012-09-06,10392,"complete",684,11,384,2012,90
"complete",16705,2013-09-09,10392,"complete",684,10,186,2013,90
"complete",16704,2014-09-04,10392,"complete",720,10,272,2014,90
"complete",16703,2016-09-06,10392,"complete",612,7,270,2016,90
"complete",16702,2017-09-05,10392,"complete",657,9,207,2017,90
"complete",38489,2018-09-06,10392,"complete",603,9,379,2018,90
"complete",15963,1995-08-23,10426,"complete",178.5,6,2665,1995,105
"complete",15962,1996-08-21,10426,"complete",178.5,7,1302,1996,105
"complete",15960,1997-08-20,10426,"complete",178.5,7,1387,1997,105
"complete",15961,1998-08-20,10426,"complete",178.5,7,1465,1998,105
"complete",15959,1999-08-18,10426,"complete",588,9,785,1999,105
"complete",15958,2000-08-29,10426,"complete",525,7,1505,2000,105
"complete",15956,2001-08-30,10426,"complete",525,7,1746,2001,105
"complete",15955,2002-08-09,10426,"complete",525,8,2071,2002,105
"complete",15954,2003-08-27,10426,"complete",262.5,8,2143,2003,105
"complete",15953,2004-08-26,10426,"complete",493.5,9,1739,2004,105
"complete",15952,2005-09-07,10426,"complete",289.8,7,1055,2005,105
"complete",15951,2006-09-07,10426,"complete",378,9,702,2006,105
"complete",15950,2008-09-05,10426,"complete",493.5,7,549,2008,105
"complete",15949,2010-09-16,10426,"complete",360.15,8,1096,2010,105
"complete",15948,2012-09-17,10426,"complete",283.5,7,953,2012,105
"complete",15094,2014-09-22,10426,"complete",330.75,8,672,2014,105
"complete",15197,2016-09-12,10426,"complete",330.75,9,577,2016,105
"complete",39356,2018-10-01,10426,"complete",320,10,1733,2018,100
"complete",5953,1995-09-13,10468,"complete",218.4,4,96,1995,120
"complete",6022,1996-09-18,10468,"complete",187.04,2,70,1996,112
"complete",6113,1997-09-17,10468,"complete",213.57,6,159,1997,113
"complete",6149,1998-09-15,10468,"complete",220.64,3,85,1998,112
"complete",6192,1999-09-15,10468,"complete",210.9,4,46,1999,111
"complete",6176,2000-09-20,10468,"complete",235.2,3,43,2000,112
"complete",6266,2001-09-18,10468,"complete",253.7,4,93,2001,118
"complete",50963,2002-09-24,10468,"complete",211.86,2,86,2002,107
"complete",6338,2003-09-16,10468,"complete",239.68,2,106,2003,112
"complete",6361,2004-09-21,10468,"complete",230.72,3,83,2004,112
"complete",6424,2006-06-07,10468,"complete",246.4,2,69,2006,112
"complete",6520,2007-10-12,10468,"complete",232,5,68,2007,116
"complete",6516,2008-10-08,10468,"complete",246.4,6,85,2008,112
"complete",6617,2009-09-02,10468,"complete",262.16,5,38,2009,116
"complete",6706,2010-08-30,10468,"complete",164.8,2,37,2010,80
"complete",6718,2011-09-26,10468,"complete",164.8,1,44,2011,80
"complete",6795,2012-09-03,10468,"complete",156,2,114,2012,80
"complete",8110,2014-09-02,10468,"complete",172.2,2,96,2014,82
"complete",8109,2016-09-06,10468,"complete",148,2,84,2016,80
"complete",39326,2018-10-10,10468,"complete",160,2,47,2018,80
"complete",5951,1995-09-12,10502,"complete",1599,11,1326,1995,123
"complete",6020,1996-09-17,10502,"complete",1366.53,10,1852,1996,123
"complete",6111,1997-09-16,10502,"complete",1439.6,10,1477,1997,122
"complete",6148,1998-09-24,10502,"complete",1697.4,10,711,1998,123
"complete",6190,1999-09-14,10502,"complete",1660.5,11,715,1999,123
"complete",6181,2000-08-25,10502,"complete",1668.75,10,672,2000,125
"complete",50930,2001-08-24,10502,"complete",1681.9,11,640,2001,121
"complete",6300,2002-08-30,10502,"complete",1518.75,11,907,2002,125
"complete",6343,2003-08-29,10502,"complete",1434.18,10,1594,2003,123
"complete",6365,2004-08-27,10502,"complete",1519.05,12,1048,2004,123
"complete",6399,2005-08-29,10502,"complete",1467.5,10,2000,2005,125
"complete",5952,1995-09-12,10546,"complete",360,8,312,1995,90
"complete",6021,1996-09-17,10546,"complete",203.25,3,72,1996,75
"complete",6112,1997-09-16,10546,"complete",417.3,7,433,1997,107
"complete",6150,1998-09-14,10546,"complete",383.64,11,378,1998,92
"complete",6191,1999-09-14,10546,"complete",294,7,197,1999,84
"complete",6178,2000-09-19,10546,"complete",387,8,443,2000,90
"complete",50932,2001-09-17,10546,"complete",326.8,6,734,2001,95
"complete",6295,2002-09-23,10546,"complete",243.2,6,506,2002,76
"complete",6339,2003-09-15,10546,"complete",243.96,8,543,2003,107
"complete",6367,2004-08-25,10546,"complete",358.05,7,458,2004,93
"complete",6417,2005-09-19,10546,"complete",340.4,6,1621,2005,92
"complete",6428,2006-09-18,10546,"complete",346.84,6,630,2006,92
"complete",6511,2007-09-26,10546,"complete",354.16,6,67,2007,76
"complete",6523,2008-06-26,10546,"complete",309.75,6,273,2008,75
"complete",6606,2009-06-22,10546,"complete",373.1,5,530,2009,91
"complete",6722,2011-10-03,10546,"complete",310.25,6,510,2011,85
"complete",8257,2013-10-08,10546,"complete",376,9,841,2013,94
"complete",8256,2015-10-06,10546,"complete",386.4,7,625,2015,92
"complete",8255,2017-10-11,10546,"complete",331.2,8,472,2017,92
"complete",6132,1997-09-11,10565,"complete",343.42,6,1053,1997,77
"complete",6166,1998-09-10,10565,"complete",400,7,304,1998,80
"complete",6220,1999-09-09,10565,"complete",391.05,6,435,1999,79
"complete",6241,2000-09-14,10565,"complete",378,7,310,2000,75
"complete",6247,2001-09-13,10565,"complete",404,6,279,2001,80
"complete",50950,2002-09-19,10565,"complete",402.9,6,301,2002,79
"complete",6329,2003-09-25,10565,"complete",364.21,6,435,2003,77
"complete",6346,2004-09-16,10565,"complete",373.7,7,527,2004,74
"complete",6383,2005-09-15,10565,"complete",374.46,6,392,2005,79
"complete",6435,2006-09-14,10565,"complete",405.27,7,373,2006,79
"complete",6507,2007-09-13,10565,"complete",421.4,6,295,2007,98
"complete",6563,2008-09-05,10565,"complete",476.9,7,351,2008,95
"complete",6632,2009-09-09,10565,"complete",524,6,247,2009,100
"complete",6664,2010-09-10,10565,"complete",524,6,588,2010,100
"complete",6815,2012-10-04,10565,"complete",463.6,5,428,2012,95
"complete",8219,2014-09-16,10565,"complete",392.4,6,594,2014,90
"complete",8218,2016-09-29,10565,"complete",441,6,516,2016,90
"complete",38776,2018-08-31,10565,"complete",396,7,601,2018,90
"complete",5983,1995-09-07,10647,"complete",440.8,6,492,1995,116
"complete",6064,1996-09-12,10647,"complete",422.05,8,409,1996,115
"complete",6131,1997-09-11,10647,"complete",380.86,9,621,1997,137
"complete",6167,1998-09-10,10647,"complete",301,8,429,1998,86
"complete",6218,1999-09-08,10647,"complete",409.6,8,380,1999,128
"complete",6245,2000-09-13,10647,"complete",453.87,7,451,2000,123
"complete",6248,2001-09-12,10647,"complete",466.25,7,376,2001,125
"complete",50949,2002-09-18,10647,"complete",417.28,8,333,2002,128
"complete",6328,2003-11-04,10647,"complete",619.24,11,360,2003,137
"complete",6352,2004-09-15,10647,"complete",439.3,10,279,2004,115
"complete",6381,2005-09-14,10647,"complete",395.6,8,643,2005,115
"complete",6430,2006-09-13,10647,"complete",437,8,511,2006,115
"complete",6498,2007-09-12,10647,"complete",357.78,9,192,2007,89
"complete",6567,2008-09-25,10647,"complete",462,8,147,2008,120
"complete",6648,2009-09-08,10647,"complete",457.2,8,280,2009,120
"complete",5982,1995-09-06,10734,"complete",520.2,11,725,1995,102
"complete",6063,1996-09-11,10734,"complete",553.86,12,1836,1996,102
"complete",6130,1997-09-10,10734,"complete",681.2,11,755,1997,104
"complete",6168,1998-09-09,10734,"complete",683.4,11,1095,1998,102
"complete",6217,1999-09-08,10734,"complete",621.92,11,871,1999,104
"complete",6244,2000-09-13,10734,"complete",705.6,9,769,2000,105
"complete",6249,2001-09-12,10734,"complete",646.88,10,1428,2001,104
"complete",50947,2002-09-18,10734,"complete",633.36,11,594,2002,104
"complete",6335,2003-09-24,10734,"complete",634.44,9,882,2003,102
"complete",6348,2004-09-15,10734,"complete",676.2,9,1090,2004,98
"complete",6380,2005-09-14,10734,"complete",667.8,9,558,2005,105
"complete",5980,1995-09-01,10844,"complete",548.1,5,169,1995,87
"complete",6061,1996-09-06,10844,"complete",573.53,4,123,1996,83
"complete",6128,1997-09-05,10844,"complete",565.32,6,174,1997,84
"complete",6165,1998-09-03,10844,"complete",586.81,4,101,1998,83
"complete",6216,1999-09-03,10844,"complete",581,4,101,1999,83
"complete",6240,2000-09-08,10844,"complete",597.6,4,111,2000,83
"complete",6246,2001-09-09,10844,"complete",551.12,4,123,2001,83
"complete",6281,2002-09-13,10844,"complete",603.41,5,127,2002,83
"complete",6331,2003-09-12,10844,"complete",519.96,5,201,2003,84
"complete",6351,2004-09-10,10844,"complete",593.45,7,138,2004,83
"complete",6377,2005-09-08,10844,"complete",575.07,5,192,2005,87
"complete",6432,2006-09-08,10844,"complete",569.85,6,294,2006,87
"complete",6505,2007-09-07,10844,"complete",921.7,5,145,2007,130
"complete",6565,2008-09-16,10844,"complete",881.25,7,185,2008,125
"complete",6642,2009-10-16,10844,"complete",924.3,6,283,2009,130
"complete",6678,2010-09-21,10844,"complete",723.24,6,269,2010,126
"complete",6746,2011-09-01,10844,"complete",771.25,6,345,2011,125
"complete",6837,2013-10-01,10844,"complete",826.8,5,295,2013,130
"complete",6867,2014-09-03,10844,"complete",828.1,5,357,2014,130
"complete",6873,2015-09-15,10844,"complete",893.1,5,368,2015,130
"complete",6920,2016-09-28,10844,"complete",780,7,693,2016,130
"complete",6945,2017-09-28,10844,"complete",812.5,6,464,2017,130
"complete",38915,2018-09-26,10844,"complete",774.8,7,538,2018,130
"complete",5979,1995-08-31,10925,"complete",745.92,4,376,1995,148
"complete",6060,1996-09-05,10925,"complete",744.44,6,347,1996,148
"complete",6127,1997-09-04,10925,"complete",731.62,5,464,1997,157
"complete",6164,1998-09-03,10925,"complete",785.88,5,337,1998,148
"complete",6215,1999-09-02,10925,"complete",695.6,5,340,1999,148
"complete",6243,2000-09-07,10925,"complete",748.88,4,262,2000,148
"complete",6252,2001-09-06,10925,"complete",663.52,5,670,2001,143
"complete",6285,2002-09-12,10925,"complete",630.48,5,294,2002,148
"complete",6330,2003-09-11,10925,"complete",701.52,3,186,2003,148
"complete",6349,2004-09-09,10925,"complete",667.48,4,355,2004,148
"complete",6379,2005-09-09,10925,"complete",708.92,5,342,2005,148
"complete",6431,2006-09-07,10925,"complete",791.8,4,164,2006,148
"complete",6472,2007-09-06,10925,"complete",479.6,4,135,2007,110
"complete",6572,2008-09-29,10925,"complete",763.62,4,224,2008,143
"complete",6647,2009-09-28,10925,"complete",783.64,4,220,2009,143
"complete",51339,2010-10-05,10925,"complete",783.9,4,310,2010,130
"complete",6745,2011-08-31,10925,"complete",583,5,433,2011,110
"complete",6804,2012-10-24,10925,"complete",784,5,317,2012,140
"complete",6835,2013-09-18,10925,"complete",536.76,4,315,2013,126
"complete",6861,2014-09-03,10925,"complete",723.24,5,242,2014,126
"complete",6874,2015-09-15,10925,"complete",695.52,5,324,2015,126
"complete",6921,2016-09-27,10925,"complete",592.2,4,293,2016,126
"complete",6946,2017-09-28,10925,"complete",734.58,5,275,2017,126
"complete",38918,2018-09-26,10925,"complete",660.24,4,303,2018,126
"complete",5978,1995-08-31,10950,"complete",1591.6,5,679,1995,92
"complete",6059,1996-09-05,10950,"complete",1462,7,751,1996,86
"complete",6126,1997-09-04,10950,"complete",1685.6,7,605,1997,98
"complete",6169,1998-09-18,10950,"complete",1695.4,6,349,1998,98
"complete",6214,1999-09-02,10950,"complete",1888.32,7,546,1999,112
"complete",6239,2000-09-07,10950,"complete",2052.79,6,318,2000,103
"complete",6251,2001-09-06,10950,"complete",1848.85,7,915,2001,103
"complete",6286,2002-09-12,10950,"complete",2005.75,6,1898,2002,113
"complete",6332,2003-09-11,10950,"complete",1933.43,6,754,2003,113
"complete",6350,2004-09-09,10950,"complete",2063.38,6,599,2004,113
"complete",5973,1995-08-24,11067,"complete",372.4,3,60,1995,76
"complete",6054,1996-08-29,11067,"complete",378.48,4,72,1996,76
"complete",6120,1997-08-28,11067,"complete",360.24,4,46,1997,76
"complete",6093,1998-08-27,11067,"complete",372.4,6,113,1998,76
"complete",6209,1999-08-26,11067,"complete",408.88,5,96,1999,76
"complete",6232,2000-08-31,11067,"complete",380,5,104,2000,76
"complete",6257,2001-08-30,11067,"complete",373.16,5,98,2001,76
"complete",6291,2002-09-05,11067,"complete",313.12,4,66,2002,76
"complete",6326,2003-09-04,11067,"complete",320.72,6,73,2003,76
"complete",6357,2004-09-02,11067,"complete",342.76,6,71,2004,76
"complete",6388,2005-09-01,11067,"complete",334.4,6,99,2005,76
"complete",6636,2009-09-29,11067,"complete",457.66,6,159,2009,98
"complete",5975,1995-09-05,11224,"complete",1265.4,5,411,1995,114
"complete",6056,1996-09-10,11224,"complete",1174.2,5,300,1996,114
"complete",6122,1997-09-09,11224,"complete",1242.6,5,627,1997,114
"complete",6094,1998-09-08,11224,"complete",1254,5,299,1998,114
"complete",6211,1999-09-07,11224,"complete",1197,6,396,1999,114
"complete",6233,2000-09-12,11224,"complete",1187.88,6,155,2000,114
"complete",6254,2001-09-11,11224,"complete",1230.06,6,435,2001,114
"complete",6288,2002-09-19,11224,"complete",1051.62,7,308,2002,102
"complete",6327,2003-09-23,11224,"complete",1147.3,6,318,2003,110
"complete",6353,2004-09-25,11224,"complete",1256.28,6,398,2004,114
"complete",5974,1995-09-04,11245,"complete",661.5,5,235,1995,105
"complete",6057,1996-09-10,11245,"complete",708.75,6,214,1996,105
"complete",6123,1997-09-09,11245,"complete",690.9,5,270,1997,105
