"code_lac","camp_annee","id_campagne","id_prelev_poisson","id_point_prelev","date_pose","heure_pose","date_releve","heure_releve","prof_min_point_pose","prof_max_point_pose","cd_engin_peche","strate"
"ABB39",2010,201,12037,11387,"27/07/2010","18.00.00","28/07/2010","07.45.00",17.5,18,"FP","0 - 5,9 m Pelagique"
"ABB39",2010,201,12038,11388,"27/07/2010","18.00.00","28/07/2010","07.45.00",17.5,18,"FP","0 - 5,9 m Pelagique"
"ABB39",2010,201,12039,11389,"27/07/2010","18.07.00","28/07/2010","07.52.00",6.8,7.6,"FB","6 -11,9 m [Protocole CEN]"
"ABB39",2010,201,12040,11390,"27/07/2010","18.12.00","28/07/2010","07.57.00",4,5.1,"FB","3 - 5,9 m [Protocole CEN]"
"ABB39",2010,201,12041,11391,"27/07/2010","18.15.00","28/07/2010","08.02.00",1.8,2.5,"FB","< 3 m [Protocole CEN]"
"ABB39",2010,201,12043,11393,"27/07/2010","18.20.00","28/07/2010","08.10.00",3.8,4.6,"FB","3 - 5,9 m [Protocole CEN]"
"ABB39",2010,201,12044,11394,"27/07/2010","18.24.00","28/07/2010","08.14.00",1.4,2,"FB","< 3 m [Protocole CEN]"
"ABB39",2010,201,12045,11395,"27/07/2010","18.27.00","28/07/2010","08.17.00",16,17,"FB","12 - 19,9 m [Protocole CEN]"
"ABB39",2010,201,12046,11396,"27/07/2010","18.32.00","28/07/2010","08.21.00",6.7,9.7,"FB","6 -11,9 m [Protocole CEN]"
"ABB39",2010,201,12047,11397,"27/07/2010","18.35.00","28/07/2010","08.25.00",4.8,5.1,"FB","3 - 5,9 m [Protocole CEN]"
"ABB39",2010,201,12048,11398,"27/07/2010","18.38.00","28/07/2010","08.28.00",3.6,4.5,"FB","3 - 5,9 m [Protocole CEN]"
"ABB39",2010,201,12049,11399,"27/07/2010","18.43.00","28/07/2010","08.32.00",1.6,3,"FB","< 3 m [Protocole CEN]"
"ABB39",2010,201,12050,11400,"27/07/2010","18.47.00","28/07/2010","08.35.00",2.1,2.6,"FB","< 3 m [Protocole CEN]"
"ABB39",2010,201,12053,11403,"28/07/2010","18.32.00","29/07/2010","07.28.00",17,18,"FP","6 - 11,9 m Pelagique"
"ABB39",2010,201,12054,11404,"28/07/2010","18.32.00","29/07/2010","07.28.00",17,18,"FP","6 - 11,9 m Pelagique"
"ABB39",2010,201,12056,11406,"28/07/2010","18.48.00","29/07/2010","08.00.00",9,9.7,"FB","6 -11,9 m [Protocole CEN]"
"ABB39",2010,201,12057,11407,"28/07/2010","18.52.00","29/07/2010","08.04.00",4.3,4.3,"FB","3 - 5,9 m [Protocole CEN]"
"ABB39",2010,201,12058,11408,"28/07/2010","18.57.00","29/07/2010","08.10.00",0.9,1.2,"FB","< 3 m [Protocole CEN]"
"ABB39",2010,201,12059,11409,"28/07/2010","19.02.00","29/07/2010","08.15.00",1.1,1.8,"FB","< 3 m [Protocole CEN]"
"ABB39",2010,201,12060,11410,"28/07/2010","19.05.00","29/07/2010","08.18.00",1.1,1.2,"FB","< 3 m [Protocole CEN]"
"ABB39",2010,201,12061,11411,"28/07/2010","19.08.00","29/07/2010","08.23.00",7,7,"FB","6 -11,9 m [Protocole CEN]"
"ABB39",2010,201,12062,11412,"28/07/2010","19.10.00","29/07/2010","08.27.00",14,15,"FB","12 - 19,9 m [Protocole CEN]"
"ABB39",2010,201,12064,11414,"28/07/2010","19.17.00","29/07/2010","08.37.00",7.5,7.8,"FB","6 -11,9 m [Protocole CEN]"
"ABB39",2010,201,12065,11415,"28/07/2010","19.25.00","29/07/2010","08.42.00",3.7,5.8,"FB","3 - 5,9 m [Protocole CEN]"
"ABB39",2010,201,12066,11416,"28/07/2010","19.28.00","29/07/2010","08.45.00",3.7,6,"FB","3 - 5,9 m [Protocole CEN]"
"ABB39",2014,362,20569,246915,"22/09/2014","17.30.00","23/09/2014","08.00.00",0,5.9,"FP","0 - 5,9 m Pelagique"
"ABB39",2014,362,20570,246916,"22/09/2014","17.35.00","23/09/2014","08.05.00",0,5.9,"FP","0 - 5,9 m Pelagique"
"ABB39",2014,362,20571,246917,"22/09/2014","17.40.00","23/09/2014","08.07.00",2.2,2.6,"FB","< 3 m [Protocole CEN]"
"ABB39",2014,362,20572,246918,"22/09/2014","17.47.00","23/09/2014","08.15.00",6.3,7.2,"FB","6 -11,9 m [Protocole CEN]"
"ABB39",2014,362,20573,246919,"22/09/2014","17.55.00","23/09/2014","08.19.00",6.3,7,"FB","6 -11,9 m [Protocole CEN]"
"ABB39",2014,362,20574,246920,"22/09/2014","18.00.00","23/09/2014","08.24.00",4,5,"FB","3 - 5,9 m [Protocole CEN]"
"ABB39",2014,362,20575,246921,"22/09/2014","18.08.00","23/09/2014","08.30.00",1.8,2.7,"FB","< 3 m [Protocole CEN]"
"ABB39",2014,362,20576,246922,"22/09/2014","18.14.00","23/09/2014","08.35.00",4.5,5,"FB","3 - 5,9 m [Protocole CEN]"
"ABB39",2014,362,20579,246925,"23/09/2014","18.25.00","24/09/2014","08.10.00",6,11.9,"FP","6 - 11,9 m Pelagique"
"ABB39",2014,362,20580,246926,"23/09/2014","18.35.00","24/09/2014","08.20.00",6,11.9,"FP","6 - 11,9 m Pelagique"
"ABB39",2014,362,20581,246927,"23/09/2014","18.18.00","24/09/2014","08.32.00",0.8,1,"FB","< 3 m [Protocole CEN]"
"ABB39",2014,362,20586,246932,"23/09/2014","18.52.00","24/09/2014","08.23.00",8,10.9,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2010,258,17161,242980,"28/06/2010","18.20.00","29/06/2010","06.45.00",17.2,18.7,"FB","12 - 19,9 m [Protocole CEN]"
"AIG15",2010,258,17163,242982,"28/06/2010","19.16.00","29/06/2010","07.20.00",38.9,50.8,"FB","35 - 49,9 m  [Protocole CEN]"
"AIG15",2010,258,17165,242984,"28/06/2010","20.00.00","29/06/2010","07.30.00",0,6,"FPa","0 - 5,9 m Pelagique"
"AIG15",2010,258,17166,242985,"28/06/2010","20.55.00","29/06/2010","09.15.00",5.7,6.4,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2010,258,17167,242986,"28/06/2010","21.00.00","29/06/2010","09.20.00",4.3,5.8,"FB","3 - 5,9 m [Protocole CEN]"
"AIG15",2010,258,17169,242988,"28/06/2010","21.15.00","29/06/2010","09.36.00",2.4,4.9,"FB","3 - 5,9 m [Protocole CEN]"
"AIG15",2010,258,17170,242989,"28/06/2010","21.21.00","29/06/2010","09.45.00",9.9,12.2,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2010,258,17171,242990,"28/06/2010","21.30.00","29/06/2010","07.45.00",6,12,"FPa","6 - 11,9 m Pelagique"
"AIG15",2010,258,17172,242991,"28/06/2010","21.30.00","29/06/2010","09.51.00",14.9,15.6,"FB","12 - 19,9 m [Protocole CEN]"
"AIG15",2010,258,17173,242992,"28/06/2010","21.40.00","29/06/2010","09.58.00",2.2,3.4,"FB","< 3 m [Protocole CEN]"
"AIG15",2010,258,17174,242993,"28/06/2010","21.50.00","29/06/2010","10.03.00",7.9,8.8,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2010,258,17175,242994,"29/06/2010","18.30.00","30/06/2010","07.30.00",12,18,"FPa","12 - 17,9 m Pelagique"
"AIG15",2010,258,17177,242996,"29/06/2010","19.05.00","30/06/2010","07.12.00",2.4,3.2,"FB","< 3 m [Protocole CEN]"
"AIG15",2010,258,17178,242997,"29/06/2010","19.15.00","30/06/2010","07.18.00",16.3,17.8,"FB","12 - 19,9 m [Protocole CEN]"
"AIG15",2010,258,17179,242998,"29/06/2010","19.22.00","30/06/2010","07.23.00",3.7,5.7,"FB","3 - 5,9 m [Protocole CEN]"
"AIG15",2010,258,17180,242999,"29/06/2010","19.26.00","30/06/2010","07.32.00",9.7,10.2,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2010,258,17182,243001,"29/06/2010","19.35.00","30/06/2010","07.41.00",24.1,24.9,"FB","20 - 34,9 m [Protocole CEN]"
"AIG15",2010,258,17183,243002,"29/06/2010","19.45.00","30/06/2010","07.48.00",1.4,3.5,"FB","< 3 m [Protocole CEN]"
"AIG15",2010,258,17185,243004,"29/06/2010","20.15.00","30/06/2010","08.20.00",1.7,2.9,"FB","< 3 m [Protocole CEN]"
"AIG15",2010,258,17187,243006,"29/06/2010","20.23.00","30/06/2010","08.37.00",14.2,15.2,"FB","12 - 19,9 m [Protocole CEN]"
"AIG15",2010,258,17188,243007,"29/06/2010","20.30.00","30/06/2010","08.43.00",1.8,2.8,"FB","< 3 m [Protocole CEN]"
"AIG15",2010,258,17189,243008,"29/06/2010","20.30.00","30/06/2010","08.30.00",6.1,11,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2010,258,17190,243009,"29/06/2010","20.35.00","30/06/2010","08.48.00",4.2,5.6,"FB","3 - 5,9 m [Protocole CEN]"
"AIG15",2010,258,17192,243011,"29/06/2010","20.45.00","30/06/2010","08.53.00",1.6,3.4,"FB","< 3 m [Protocole CEN]"
"AIG15",2010,258,17193,243012,"30/06/2010","18.45.00","01/07/2010","08.40.00",24,30,"FPa","24 - 29,9 m Pelagique"
"AIG15",2010,258,17194,243013,"30/06/2010","18.46.00","01/07/2010","07.02.00",3.4,4.3,"FB","3 - 5,9 m [Protocole CEN]"
"AIG15",2010,258,17195,243014,"30/06/2010","18.50.00","01/07/2010","07.10.00",1.6,2.8,"FB","< 3 m [Protocole CEN]"
"AIG15",2010,258,17196,243015,"30/06/2010","18.55.00","01/07/2010","07.26.00",3.3,4.8,"FB","3 - 5,9 m [Protocole CEN]"
"AIG15",2010,258,17197,243016,"30/06/2010","19.00.00","01/07/2010","07.35.00",3.6,4.9,"FB","3 - 5,9 m [Protocole CEN]"
"AIG15",2010,258,17198,243017,"30/06/2010","19.07.00","01/07/2010","07.40.00",8.7,9.9,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2010,258,17199,243018,"30/06/2010","19.13.00","01/07/2010","07.50.00",14.2,17.7,"FB","12 - 19,9 m [Protocole CEN]"
"AIG15",2010,258,17200,243019,"30/06/2010","19.26.00","01/07/2010","07.59.00",1.3,2.8,"FB","< 3 m [Protocole CEN]"
"AIG15",2010,258,17203,243022,"30/06/2010","19.52.00","01/07/2010","08.26.00",10.9,11.7,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2010,258,17206,243025,"30/06/2010","21.00.00","01/07/2010","09.30.00",7,11.2,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2010,258,17208,243027,"30/06/2010","21.10.00","01/07/2010","09.50.00",0.7,3,"FB","< 3 m [Protocole CEN]"
"AIG15",2010,258,17212,243031,"30/06/2010","22.00.00","01/07/2010","10.30.00",0.8,2.4,"FB","< 3 m [Protocole CEN]"
"AIG15",2010,258,17214,243033,"01/07/2010","19.40.00","02/07/2010","07.45.00",5,6,"FB","3 - 5,9 m [Protocole CEN]"
"AIG15",2010,258,17215,243034,"01/07/2010","19.45.00","02/07/2010","08.10.00",5.2,7,"FB","3 - 5,9 m [Protocole CEN]"
"AIG15",2010,258,17216,243035,"01/07/2010","19.50.00","02/07/2010","08.20.00",3.5,6,"FB","3 - 5,9 m [Protocole CEN]"
"AIG15",2010,258,17218,243037,"01/07/2010","19.55.00","02/07/2010","07.50.00",25.9,28.4,"FB","20 - 34,9 m [Protocole CEN]"
"AIG15",2010,258,17219,243038,"01/07/2010","20.20.00","02/07/2010","08.05.00",6.3,6.8,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2010,258,17220,243039,"01/07/2010","20.50.00","02/07/2010","09.00.00",8.8,9.9,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2010,258,17221,243040,"01/07/2010","20.55.00","02/07/2010","09.10.00",15.8,17.5,"FB","12 - 19,9 m [Protocole CEN]"
"AIG15",2017,482,25112,256918,"28/08/2017","18.35.00","29/08/2017","08.10.00",2.1,2.9,"FB","< 3 m [Protocole CEN]"
"AIG15",2017,482,25113,256919,"28/08/2017","19.10.00","29/08/2017","08.19.00",1.3,1.4,"FB","< 3 m [Protocole CEN]"
"AIG15",2017,482,25114,256920,"29/08/2017","18.24.00","30/08/2017","08.25.00",2.6,3,"FB","< 3 m [Protocole CEN]"
"AIG15",2017,482,25115,256921,"29/08/2017","19.05.00","30/08/2017","09.25.00",1.2,1.8,"FB","< 3 m [Protocole CEN]"
"AIG15",2017,482,25116,256922,"30/08/2017","19.26.00","31/08/2017","08.50.00",1.3,2.5,"FB","< 3 m [Protocole CEN]"
"AIG15",2017,482,25117,256923,"29/08/2017","18.55.00","30/08/2017","09.10.00",1.3,2.2,"FB","< 3 m [Protocole CEN]"
"AIG15",2017,482,25118,256924,"30/08/2017","18.55.00","31/08/2017","08.25.00",2.8,3,"FB","< 3 m [Protocole CEN]"
"AIG15",2017,482,25119,256925,"30/08/2017","18.37.00","31/08/2017","08.15.00",1.8,2.3,"FB","< 3 m [Protocole CEN]"
"AIG15",2017,482,25120,256926,"31/08/2017","18.41.00","01/09/2017","08.15.00",2.1,2.6,"FB","< 3 m [Protocole CEN]"
"AIG15",2017,482,25121,256927,"31/08/2017","19.08.00","01/09/2017","07.45.00",1.2,2.7,"FB","< 3 m [Protocole CEN]"
"AIG15",2017,482,25122,256928,"31/08/2017","18.35.00","01/09/2017","08.25.00",3.4,5.9,"FB","3 - 5,9 m [Protocole CEN]"
"AIG15",2017,482,25123,256929,"31/08/2017","18.21.00","01/09/2017","08.40.00",3.4,4.2,"FB","3 - 5,9 m [Protocole CEN]"
"AIG15",2017,482,25124,256930,"30/08/2017","19.05.00","31/08/2017","08.55.00",3,3.8,"FB","3 - 5,9 m [Protocole CEN]"
"AIG15",2017,482,25125,256931,"30/08/2017","19.09.00","31/08/2017","09.00.00",4.5,5.7,"FB","3 - 5,9 m [Protocole CEN]"
"AIG15",2017,482,25126,256932,"30/08/2017","19.18.00","31/08/2017","09.20.00",4.5,5.8,"FB","3 - 5,9 m [Protocole CEN]"
"AIG15",2017,482,25127,256933,"29/08/2017","18.50.00","30/08/2017","09.05.00",4,6,"FB","3 - 5,9 m [Protocole CEN]"
"AIG15",2017,482,25128,256934,"29/08/2017","18.36.00","30/08/2017","08.35.00",3.3,4.8,"FB","3 - 5,9 m [Protocole CEN]"
"AIG15",2017,482,25130,256936,"28/08/2017","18.30.00","29/08/2017","07.42.00",3.3,5.8,"FB","3 - 5,9 m [Protocole CEN]"
"AIG15",2017,482,25131,256937,"28/08/2017","18.50.00","29/08/2017","07.50.00",3.4,4,"FB","3 - 5,9 m [Protocole CEN]"
"AIG15",2017,482,25132,256938,"28/08/2017","18.20.00","29/08/2017","07.35.00",8.5,11.4,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2017,482,25133,256939,"28/08/2017","18.45.00","29/08/2017","07.56.00",7,8.3,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2017,482,25134,256940,"28/08/2017","19.15.00","29/08/2017","08.23.00",6.7,10.9,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2017,482,25135,256941,"29/08/2017","18.40.00","30/08/2017","08.43.00",10,12,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2017,482,25136,256942,"29/08/2017","19.12.00","30/08/2017","10.05.00",8.7,9.2,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2017,482,25137,256943,"29/08/2017","19.16.00","30/08/2017","10.00.00",6.5,8.4,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2017,482,25138,256944,"30/08/2017","18.43.00","31/08/2017","08.10.00",9.5,9.7,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2017,482,25139,256945,"30/08/2017","18.30.00","31/08/2017","09.30.00",7.1,9.4,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2017,482,25140,256946,"31/08/2017","18.46.00","01/09/2017","08.10.00",8.5,11.8,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2017,482,25141,256947,"31/08/2017","18.53.00","01/09/2017","08.05.00",6.3,11.5,"FB","6 -11,9 m [Protocole CEN]"
"AIG15",2017,482,25142,256948,"31/08/2017","18.05.00","01/09/2017","08.52.00",12.3,15.2,"FB","12 - 19,9 m [Protocole CEN]"
"AIG15",2017,482,25144,256950,"30/08/2017","19.13.00","31/08/2017","09.10.00",12.5,17.4,"FB","12 - 19,9 m [Protocole CEN]"
"AIG15",2017,482,25146,256952,"29/08/2017","18.45.00","30/08/2017","08.55.00",13,13.7,"FB","12 - 19,9 m [Protocole CEN]"
"AIG15",2017,482,25147,256953,"29/08/2017","18.32.00","30/08/2017","08.30.00",12.8,14.5,"FB","12 - 19,9 m [Protocole CEN]"
"AIG15",2017,482,25148,256954,"28/08/2017","19.05.00","29/08/2017","08.15.00",14,18.5,"FB","12 - 19,9 m [Protocole CEN]"
"AIG15",2017,482,25149,256955,"28/08/2017","19.00.00","29/08/2017","08.09.00",15.1,16.3,"FB","12 - 19,9 m [Protocole CEN]"
"AIG15",2017,482,25150,256956,"28/08/2017","19.21.00","29/08/2017","08.33.00",24.3,31.6,"FB","20 - 34,9 m [Protocole CEN]"
"AIG15",2017,482,25151,256957,"28/08/2017","19.25.00","29/08/2017","08.41.00",18.7,26,"FB","20 - 34,9 m [Protocole CEN]"
"AIG15",2017,482,25152,256958,"29/08/2017","19.20.00","30/08/2017","09.55.00",26,30.2,"FB","20 - 34,9 m [Protocole CEN]"
"AIG15",2017,482,25153,256959,"30/08/2017","18.58.00","31/08/2017","08.40.00",27.1,33.8,"FB","20 - 34,9 m [Protocole CEN]"
"AIG15",2017,482,25154,256960,"30/08/2017","18.49.00","31/08/2017","08.35.00",30.1,33.2,"FB","20 - 34,9 m [Protocole CEN]"
"AIG15",2017,482,25155,256961,"31/08/2017","18.13.00","01/09/2017","08.44.00",21,30.9,"FB","20 - 34,9 m [Protocole CEN]"
"AIG15",2017,482,25156,256962,"31/08/2017","18.30.00","01/09/2017","08.30.00",20.5,34.5,"FB","20 - 34,9 m [Protocole CEN]"
"AIG15",2017,482,25157,256963,"29/08/2017","19.00.00","30/08/2017","09.20.00",23.2,30.6,"FB","20 - 34,9 m [Protocole CEN]"
"AIG15",2017,482,25160,256966,"29/08/2017","19.32.00","30/08/2017","08.00.00",44.5,44.9,"FB","35 - 49,9 m  [Protocole CEN]"
"AIG15",2017,482,25170,256976,"28/08/2017","17.30.00","29/08/2017","09.15.00",0,6,"FP","0 - 5,9 m Pelagique"
"AIG15",2017,482,25171,256977,"28/08/2017","17.30.00","29/08/2017","09.15.00",0,6,"FP","0 - 5,9 m Pelagique"
"AIG15",2017,482,25172,256978,"29/08/2017","17.53.00","30/08/2017","07.30.00",6,12,"FP","6 - 11,9 m Pelagique"
"AIG15",2017,482,25173,256979,"29/08/2017","17.53.00","30/08/2017","07.30.00",6,12,"FP","6 - 11,9 m Pelagique"
"AIG73",2009,118,6674,10204,"19/10/2009","17.20.00","20/10/2009","07.55.00",71.1,71.2,"FP","6 - 11,9 m Pelagique"
"AIG73",2009,118,6675,10205,"19/10/2009","17.20.00","20/10/2009","07.55.00",71.1,71.2,"FP","6 - 11,9 m Pelagique"
"AIG73",2009,118,6676,10206,"19/10/2009","17.38.00","20/10/2009","08.05.00",71.2,70.8,"FP","0 - 5,9 m Pelagique"
"AIG73",2009,118,6680,10210,"19/10/2009","17.00.00","20/10/2009","09.30.00",7.7,9.4,"FB","6 -11,9 m [Protocole CEN]"
"AIG73",2009,118,6681,10211,"19/10/2009","17.05.00","20/10/2009","09.25.00",3.2,5.7,"FB","3 - 5,9 m [Protocole CEN]"
"AIG73",2009,118,6682,10212,"19/10/2009","17.08.00","20/10/2009","09.22.00",33.5,27,"FB","20 - 34,9 m [Protocole CEN]"
"AIG73",2009,118,6683,10213,"19/10/2009","17.15.00","20/10/2009","09.05.00",12,20,"FB","12 - 19,9 m [Protocole CEN]"
"AIG73",2009,118,6685,10215,"19/10/2009","17.28.00","20/10/2009","08.56.00",15.3,15,"FB","12 - 19,9 m [Protocole CEN]"
"AIG73",2009,118,6689,10219,"19/10/2009","17.56.00","20/10/2009","08.32.00",3.2,4.5,"FB","3 - 5,9 m [Protocole CEN]"
"AIG73",2009,118,6690,10220,"19/10/2009","18.02.00","20/10/2009","08.25.00",14.4,20,"FB","12 - 19,9 m [Protocole CEN]"
"AIG73",2009,118,6691,10221,"19/10/2009","18.08.00","20/10/2009","08.20.00",26.5,32,"FB","20 - 34,9 m [Protocole CEN]"
"AIG73",2009,118,6692,10222,"19/10/2009","18.15.00","20/10/2009","08.10.00",4.3,3.9,"FB","3 - 5,9 m [Protocole CEN]"
"AIG73",2009,118,6693,10223,"19/10/2009","18.18.00","20/10/2009","08.00.00",0.8,1.8,"FB","< 3 m [Protocole CEN]"
"AIG73",2009,118,6694,10224,"19/10/2009","18.22.00","20/10/2009","08.03.00",8.2,11,"FB","6 -11,9 m [Protocole CEN]"
"AIG73",2009,118,6696,10226,"19/10/2009","18.33.00","20/10/2009","07.50.00",7.3,6.4,"FB","6 -11,9 m [Protocole CEN]"
"AIG73",2009,118,6697,10227,"20/10/2009","17.33.00","21/10/2009","08.20.00",71.1,71.2,"FP","12 - 17,9 m Pelagique"
"AIG73",2009,118,6698,10228,"20/10/2009","17.33.00","21/10/2009","08.20.00",71.1,71.2,"FP","12 - 17,9 m Pelagique"
"AIG73",2009,118,6703,10233,"20/10/2009","17.30.00","21/10/2009","07.55.00",1.3,1.9,"FB","< 3 m [Protocole CEN]"
"AIG73",2009,118,6705,10235,"20/10/2009","17.38.00","21/10/2009","08.20.00",12.4,16.6,"FB","12 - 19,9 m [Protocole CEN]"
"AIG73",2009,118,6706,10236,"20/10/2009","17.41.00","21/10/2009","08.30.00",27.8,32.5,"FB","20 - 34,9 m [Protocole CEN]"
"AIG73",2009,118,6709,10239,"20/10/2009","18.01.00","21/10/2009","08.55.00",17.7,19,"FB","12 - 19,9 m [Protocole CEN]"
"AIG73",2009,118,6711,10241,"20/10/2009","18.10.00","21/10/2009","09.10.00",2.2,3,"FB","< 3 m [Protocole CEN]"
"AIG73",2009,118,6712,10242,"20/10/2009","18.20.00","21/10/2009","09.15.00",7.8,9.5,"FB","6 -11,9 m [Protocole CEN]"
"AIG73",2009,118,6713,10243,"20/10/2009","18.25.00","21/10/2009","09.22.00",6.5,11,"FB","6 -11,9 m [Protocole CEN]"
"AIG73",2009,118,6715,10245,"20/10/2009","18.40.00","21/10/2009","09.40.00",4,6,"FB","3 - 5,9 m [Protocole CEN]"
"AIG73",2009,118,6716,10246,"20/10/2009","18.45.00","21/10/2009","09.45.00",7.5,10,"FB","6 -11,9 m [Protocole CEN]"
"AIG73",2009,118,6719,10249,"20/10/2009","19.31.00","21/10/2009","10.15.00",NA,NA,"FB","< 3 m [Protocole CEN]"
"AIG73",2009,118,6720,10250,"21/10/2009","17.27.00","22/10/2009","08.15.00",71.1,71.2,"FP","18 - 23,9 m Pelagique"
"AIG73",2009,118,6721,10251,"21/10/2009","17.27.00","22/10/2009","08.15.00",71.1,71.2,"FP","18 - 23,9 m Pelagique"
"AIG73",2009,118,6724,10254,"21/10/2009","17.50.00","22/10/2009","08.45.00",71.2,71.2,"FP","60 - 65,9 m Pelagique"
"AIG73",2009,118,6725,10255,"21/10/2009","17.50.00","22/10/2009","08.45.00",71.2,71.2,"FP","60 - 65,9 m Pelagique"
"AIG73",2009,118,6728,10258,"21/10/2009","17.22.00","22/10/2009","08.05.00",3,4.7,"FB","3 - 5,9 m [Protocole CEN]"
"AIG73",2009,118,6729,10259,"21/10/2009","17.47.00","22/10/2009",NA,12,18.5,"FB","12 - 19,9 m [Protocole CEN]"
"AIG73",2009,118,6730,10260,"21/10/2009","18.01.00","22/10/2009","08.43.00",NA,NA,"FB","3 - 5,9 m [Protocole CEN]"
"AIG73",2009,118,6735,10265,"21/10/2009","18.20.00","22/10/2009","09.25.00",6,9.1,"FB","6 -11,9 m [Protocole CEN]"
"AIG73",2009,118,6737,10267,"21/10/2009","18.30.00","22/10/2009","09.40.00",31,33.5,"FB","20 - 34,9 m [Protocole CEN]"
"AIG73",2009,118,6738,10268,"21/10/2009","18.35.00","22/10/2009","08.40.00",2.2,2.9,"FB","< 3 m [Protocole CEN]"
"AIG73",2009,118,6739,10269,"21/10/2009","17.33.00","22/10/2009","08.12.00",3,5.7,"FB","3 - 5,9 m [Protocole CEN]"
"AIG73",2009,118,6740,10270,"21/10/2009","17.35.00","22/10/2009","08.27.00",2.3,2.5,"FB","< 3 m [Protocole CEN]"
"AIG73",2009,118,6741,10271,"21/10/2009","17.47.00","22/10/2009","08.20.00",2.1,2.7,"FB","< 3 m [Protocole CEN]"
"AIG73",2009,118,6742,10272,"21/10/2009","17.40.00","22/10/2009","08.33.00",6,9.3,"FB","6 -11,9 m [Protocole CEN]"
"AIG73",2009,118,6743,10273,"22/10/2009","17.20.00","23/10/2009","08.20.00",71.1,71.2,"FP","24 - 29,9 m Pelagique"
"AIG73",2009,118,6748,10278,"22/10/2009","17.37.00","23/10/2009","08.45.00",18,2.6,"FB","< 3 m [Protocole CEN]"
"AIG73",2009,118,6749,10279,"22/10/2009","17.50.00","23/10/2009","08.35.00",6.5,9.8,"FB","6 -11,9 m [Protocole CEN]"
"AIG73",2009,118,6751,10281,"22/10/2009","18.05.00","23/10/2009","08.20.00",3,4.7,"FB","3 - 5,9 m [Protocole CEN]"
"AIG73",2009,118,6753,10283,"22/10/2009","18.20.00","23/10/2009","08.00.00",14,16.1,"FB","12 - 19,9 m [Protocole CEN]"
"AIG73",2014,348,19816,246162,"29/09/2014","17.40.00","30/09/2014","09.30.00",4.4,6,"FB","3 - 5,9 m [Protocole CEN]"
"AIG73",2014,348,19817,246163,"29/09/2014","17.46.00","30/09/2014","09.20.00",1.1,1.7,"FB","< 3 m [Protocole CEN]"
"AIG73",2014,348,19818,246164,"29/09/2014","17.50.00","30/09/2014","09.10.00",8.3,11.1,"FB","6 -11,9 m [Protocole CEN]"
"AIG73",2014,348,19820,246166,"29/09/2014","18.09.00","30/09/2014","08.55.00",2,2.8,"FB","< 3 m [Protocole CEN]"
"AIG73",2014,348,19821,246167,"29/09/2014","18.15.00","30/09/2014","08.50.00",12.2,16.2,"FB","12 - 19,9 m [Protocole CEN]"
"AIG73",2014,348,19823,246169,"29/09/2014","18.45.00","30/09/2014","08.40.00",4.2,5,"FB","3 - 5,9 m [Protocole CEN]"
"AIG73",2014,348,19824,246170,"29/09/2014","18.53.00","30/09/2014","08.35.00",0.7,2.1,"FB","< 3 m [Protocole CEN]"
"AIG73",2014,348,19825,246171,"29/09/2014","18.59.00","30/09/2014","08.30.00",45.1,45.6,"FB","35 - 49,9 m  [Protocole CEN]"
"AIG73",2014,348,19827,246173,"29/09/2014","19.23.00","30/09/2014","08.20.00",6.2,11.8,"FB","6 -11,9 m [Protocole CEN]"
"AIG73",2014,348,19829,246175,"29/09/2014","18.58.00","30/09/2014","08.20.00",13.1,16.6,"FB","12 - 19,9 m [Protocole CEN]"
"AIG73",2014,348,19830,246176,"29/09/2014","19.00.00","30/09/2014","08.15.00",3.9,4,"FB","3 - 5,9 m [Protocole CEN]"
"AIG73",2014,348,19832,246178,"29/09/2014","17.50.00","30/09/2014","08.35.00",0,5.9,"FP","0 - 5,9 m Pelagique"
"AIG73",2014,348,19833,246179,"29/09/2014","17.50.00","30/09/2014","08.35.00",0,5.9,"FP","0 - 5,9 m Pelagique"
"AIG73",2014,348,19834,246180,"29/09/2014","18.10.00","30/09/2014","08.40.00",24,29.9,"FP","24 - 29,9 m Pelagique"
"AIG73",2014,348,19835,246181,"29/09/2014","18.10.00","30/09/2014","08.40.00",24,29.9,"FP","24 - 29,9 m Pelagique"
