"code_lac","camp_annee","id_campagne","id_prelev_poisson","id_point_prelev","date_pose","heure_pose","date_releve","heure_releve","prof_min_point_pose","prof_max_point_pose","cd_engin_peche","strate"
"BOU88",2016,458,24352,254494,"28/09/2016","18.55.00","29/09/2016","07.50.00",1.7,2.3,"FB","< 3 m [Protocole CEN]"
"BOU88",2016,458,24353,254495,"28/09/2016","19.05.00","29/09/2016","07.55.00",1,3,"FB","< 3 m [Protocole CEN]"
"BOU88",2016,458,24354,254496,"28/09/2016","19.10.00","29/09/2016","08.00.00",1.6,2.3,"FB","< 3 m [Protocole CEN]"
"BOU88",2016,458,24355,254497,"28/09/2016","19.15.00","29/09/2016","08.05.00",2,2.3,"FB","< 3 m [Protocole CEN]"
"BOU89",2010,210,11948,11298,"01/06/2010","19.50.00","02/06/2010","08.10.00",11.6,12,"FP","0 - 5,9 m Pelagique"
"BOU89",2010,210,11949,11299,"01/06/2010","19.50.00","02/06/2010","08.10.00",11.6,12,"FP","0 - 5,9 m Pelagique"
"BOU89",2010,210,11950,11300,"01/06/2010","20.15.00","02/06/2010","08.22.00",6.5,9.8,"FB","6 -11,9 m [Protocole CEN]"
"BOU89",2010,210,11951,11301,"01/06/2010","20.20.00","02/06/2010","08.27.00",1,3,"FB","< 3 m [Protocole CEN]"
"BOU89",2010,210,11952,11302,"01/06/2010","20.25.00","02/06/2010","08.30.00",8,9,"FB","6 -11,9 m [Protocole CEN]"
"BOU89",2010,210,11953,11303,"01/06/2010","20.30.00","02/06/2010","08.35.00",3.2,4.3,"FB","3 - 5,9 m [Protocole CEN]"
"BOU89",2010,210,11955,11305,"01/06/2010","20.40.00","02/06/2010","08.42.00",6,7.5,"FB","6 -11,9 m [Protocole CEN]"
"BOU89",2010,210,11956,11306,"01/06/2010","20.45.00","02/06/2010","08.46.00",1.5,3,"FB","< 3 m [Protocole CEN]"
"BOU89",2010,210,11957,11307,"01/06/2010","20.48.00","02/06/2010","08.50.00",3.1,5.5,"FB","3 - 5,9 m [Protocole CEN]"
"BOU89",2010,210,11958,11308,"01/06/2010","20.52.00","02/06/2010","08.55.00",5,5.3,"FB","3 - 5,9 m [Protocole CEN]"
"BOU89",2010,210,11959,11309,"01/06/2010","20.54.00","02/06/2010","09.00.00",4.3,4.1,"FB","3 - 5,9 m [Protocole CEN]"
"BOU89",2010,210,11960,11310,"01/06/2010","21.00.00","02/06/2010","09.03.00",1.9,2.7,"FB","< 3 m [Protocole CEN]"
"BOU89",2010,210,11961,11311,"01/06/2010","21.15.00","02/06/2010","09.16.00",0.9,1.2,"FB","< 3 m [Protocole CEN]"
"BOU89",2010,210,11962,11312,"02/06/2010","19.00.00","03/06/2010","08.53.00",2.3,2.3,"FB","< 3 m [Protocole CEN]"
"BOU89",2010,210,11963,11313,"02/06/2010","19.10.00","03/06/2010","08.33.00",1.4,1.5,"FB","< 3 m [Protocole CEN]"
"BOU89",2010,210,11964,11314,"02/06/2010","19.43.00","03/06/2010","07.40.00",11.6,12,"FP","6 - 11,9 m Pelagique"
"BOU89",2010,210,11965,11315,"02/06/2010","19.43.00","03/06/2010","07.40.00",11.6,12,"FP","6 - 11,9 m Pelagique"
"BOU89",2010,210,11968,11318,"02/06/2010","19.58.00","03/06/2010","07.53.00",1.5,2.7,"FB","< 3 m [Protocole CEN]"
"BOU89",2010,210,11969,11319,"02/06/2010","20.00.00","03/06/2010","07.56.00",3,4.9,"FB","3 - 5,9 m [Protocole CEN]"
"BOU89",2010,210,11971,11321,"02/06/2010","20.07.00","03/06/2010","08.05.00",7,7.1,"FB","6 -11,9 m [Protocole CEN]"
"BOU89",2010,210,11972,11322,"02/06/2010","20.12.00","03/06/2010","08.08.00",5.6,5.8,"FB","3 - 5,9 m [Protocole CEN]"
"BOU89",2010,210,11973,11323,"02/06/2010","20.18.00","03/06/2010","07.25.00",0.8,1.5,"FB","< 3 m [Protocole CEN]"
"BOU89",2010,210,11974,11324,"02/06/2010","20.22.00","03/06/2010","08.13.00",4.9,4.9,"FB","3 - 5,9 m [Protocole CEN]"
"BOU89",2010,210,11975,11325,"02/06/2010","20.25.00","03/06/2010","08.17.00",4.1,4.1,"FB","3 - 5,9 m [Protocole CEN]"
"BOU89",2017,488,25487,257293,"06/06/2017","17.29.00","07/06/2017","07.02.00",9,9.7,"FB","6 -11,9 m [Protocole CEN]"
"BOU89",2017,488,25488,257306,"07/06/2017","17.23.00","08/06/2017","07.08.00",6.5,8.5,"FB","6 -11,9 m [Protocole CEN]"
"BOU89",2017,488,25489,257307,"07/06/2017","17.30.00","08/06/2017","06.59.00",1.9,2.5,"FB","< 3 m [Protocole CEN]"
"BOU89",2017,488,25490,257294,"06/06/2017","17.39.00","07/06/2017","07.06.00",8.1,8.6,"FB","6 -11,9 m [Protocole CEN]"
"BOU89",2017,488,25491,257295,"06/06/2017","18.04.00","07/06/2017","07.09.00",3,5.8,"FB","3 - 5,9 m [Protocole CEN]"
"BOU89",2017,488,25492,257302,"06/06/2017","18.59.00","07/06/2017","07.34.00",1.5,2,"FB","< 3 m [Protocole CEN]"
"BOU89",2017,488,25494,257301,"06/06/2017","18.54.00","07/06/2017","07.29.00",4.3,5.9,"FB","3 - 5,9 m [Protocole CEN]"
"BOU89",2017,488,25496,257309,"07/06/2017","17.42.00","08/06/2017","07.30.00",3.7,5.1,"FB","3 - 5,9 m [Protocole CEN]"
"BOU89",2017,488,25497,257300,"06/06/2017","18.44.00","07/06/2017","07.39.00",6.1,6.3,"FB","6 -11,9 m [Protocole CEN]"
"BOU89",2017,488,25498,257299,"06/06/2017","18.39.00","07/06/2017","07.44.00",1.9,2.3,"FB","< 3 m [Protocole CEN]"
"BOU89",2017,488,25499,257298,"06/06/2017","18.34.00","07/06/2017","07.49.00",1.9,2.1,"FB","< 3 m [Protocole CEN]"
"BOU89",2017,488,25500,257310,"07/06/2017","17.47.00","08/06/2017","07.39.00",6,6,"FB","6 -11,9 m [Protocole CEN]"
"BOU89",2017,488,25501,257311,"07/06/2017","17.52.00","08/06/2017","07.45.00",3.7,5.2,"FB","3 - 5,9 m [Protocole CEN]"
"BOU89",2017,488,25502,257312,"07/06/2017","18.00.00","08/06/2017","07.50.00",3,3.5,"FB","3 - 5,9 m [Protocole CEN]"
"BOU89",2017,488,25503,257297,"06/06/2017","18.19.00","07/06/2017","08.04.00",3.1,3.4,"FB","3 - 5,9 m [Protocole CEN]"
"BOU89",2017,488,25504,257296,"06/06/2017","18.09.00","07/06/2017","07.54.00",1.8,2.1,"FB","< 3 m [Protocole CEN]"
"BOU89",2017,488,25505,257313,"07/06/2017","18.07.00","08/06/2017","07.59.00",2,2.7,"FB","< 3 m [Protocole CEN]"
"BOU89",2017,488,25506,257304,"06/06/2017","19.44.00","07/06/2017","08.24.00",2.5,2.8,"FB","< 3 m [Protocole CEN]"
"BOU89",2017,488,25507,257314,"07/06/2017","18.12.00","08/06/2017","08.09.00",3,3.4,"FB","3 - 5,9 m [Protocole CEN]"
"BOU89",2017,488,25508,257315,"07/06/2017","18.29.00","08/06/2017","08.44.00",1.8,2.2,"FB","< 3 m [Protocole CEN]"
"BOU89",2017,488,25509,257316,"07/06/2017","18.33.00","08/06/2017","08.49.00",0.8,1,"FB","< 3 m [Protocole CEN]"
"BOU89",2017,488,25510,257292,"06/06/2017","17.20.00","07/06/2017","06.59.00",0,7,"FPa","0 - 5,9 m Pelagique"
"BRA47",2015,402,21772,251712,"09/06/2015","18.20.00","10/06/2015","07.30.00",1.9,2.5,"FB","< 3 m [Protocole CEN]"
"BRA47",2015,402,21773,251713,"09/06/2015","18.35.00","10/06/2015","08.00.00",2.2,2.5,"FB","< 3 m [Protocole CEN]"
"BRA47",2015,402,21774,251714,"09/06/2015","18.40.00","10/06/2015","08.10.00",2.1,2.2,"FB","< 3 m [Protocole CEN]"
"BRA47",2015,402,21775,251715,"09/06/2015","18.30.00","10/06/2015","07.40.00",3.1,4.5,"FB","3 - 5,9 m [Protocole CEN]"
"BRA47",2015,402,21776,251716,"09/06/2015","18.20.00","10/06/2015","08.25.00",3.6,5.3,"FB","3 - 5,9 m [Protocole CEN]"
"BRA47",2015,402,21777,251717,"09/06/2015","18.40.00","10/06/2015","08.30.00",3.3,4.5,"FB","3 - 5,9 m [Protocole CEN]"
"BRA47",2015,402,21778,251718,"09/06/2015","18.15.00","10/06/2015","08.00.00",7.1,9.2,"FB","6 -11,9 m [Protocole CEN]"
"BRA47",2015,402,21779,251719,"09/06/2015","18.30.00","10/06/2015","08.10.00",8.6,8.8,"FB","6 -11,9 m [Protocole CEN]"
"BRA47",2015,402,21780,251720,"10/06/2015","18.25.00","11/06/2015","08.00.00",1.3,1.4,"FB","< 3 m [Protocole CEN]"
"BRA47",2015,402,21781,251721,"10/06/2015","18.10.00","11/06/2015","08.10.00",2.1,2.1,"FB","< 3 m [Protocole CEN]"
"BRA47",2015,402,21782,251722,"10/06/2015","18.15.00","11/06/2015","08.05.00",1.5,1.6,"FB","< 3 m [Protocole CEN]"
"BRA47",2015,402,21783,251723,"10/06/2015","18.30.00","11/06/2015","07.55.00",4.4,4.9,"FB","3 - 5,9 m [Protocole CEN]"
"BRA47",2015,402,21784,251724,"10/06/2015","18.45.00","11/06/2015","08.15.00",4.5,4.5,"FB","3 - 5,9 m [Protocole CEN]"
"BRA47",2015,402,21785,251725,"10/06/2015","18.30.00","11/06/2015","08.05.00",3.5,3.8,"FB","3 - 5,9 m [Protocole CEN]"
"BRA47",2015,402,21786,251726,"10/06/2015","18.22.00","11/06/2015","08.00.00",8,8.1,"FB","6 -11,9 m [Protocole CEN]"
"BRA47",2015,402,21787,251727,"10/06/2015","18.40.00","11/06/2015","08.12.00",6.2,6.2,"FB","6 -11,9 m [Protocole CEN]"
"BRA47",2015,402,21788,251728,"11/06/2015","18.10.00","12/06/2015","08.15.00",2.8,3,"FB","< 3 m [Protocole CEN]"
"BRA47",2015,402,21789,251729,"11/06/2015","18.15.00","12/06/2015","08.10.00",1.9,2.7,"FB","< 3 m [Protocole CEN]"
"BRA47",2015,402,21790,251730,"11/06/2015","18.00.00","12/06/2015","08.00.00",3.9,4.9,"FB","3 - 5,9 m [Protocole CEN]"
"BRA47",2015,402,21791,251731,"11/06/2015","18.10.00","12/06/2015","08.05.00",3.5,4.7,"FB","3 - 5,9 m [Protocole CEN]"
"BRA47",2015,402,21792,251732,"11/06/2015","18.20.00","12/06/2015","08.20.00",6.5,7.1,"FB","6 -11,9 m [Protocole CEN]"
"BRA47",2015,402,21793,251733,"11/06/2015","18.00.00","12/06/2015","08.05.00",6,6.2,"FB","6 -11,9 m [Protocole CEN]"
"BRA47",2015,402,21794,251734,"11/06/2015","18.05.00","12/06/2015","08.10.00",6.3,6.7,"FB","6 -11,9 m [Protocole CEN]"
"BRA47",2015,402,21796,251736,"09/06/2015","18.50.00","10/06/2015","07.40.00",0,5.9,"FP","0 - 5,9 m Pelagique"
"BSA58",2009,124,6037,9567,"30/06/2009","18.47.00","01/07/2009","08.15.00",6,6,"FB","3 - 5,9 m [Protocole CEN]"
"BSA58",2009,124,6039,9569,"30/06/2009","18.57.00","01/07/2009","08.20.00",4,5,"FB","3 - 5,9 m [Protocole CEN]"
"BSA58",2009,124,6040,9570,"30/06/2009","19.02.00","01/07/2009","08.30.00",2,3,"FB","< 3 m [Protocole CEN]"
"BSA58",2009,124,6042,9572,"30/06/2009","19.12.00","01/07/2009","08.40.00",4,4,"FB","3 - 5,9 m [Protocole CEN]"
"BSA58",2009,124,6043,9573,"30/06/2009","19.17.00","01/07/2009","08.45.00",4,5,"FB","3 - 5,9 m [Protocole CEN]"
"BSA58",2009,124,6044,9574,"30/06/2009","19.23.00","01/07/2009","08.50.00",4,5,"FB","3 - 5,9 m [Protocole CEN]"
"BSA58",2009,124,6045,9575,"30/06/2009","19.27.00","01/07/2009","08.55.00",3,4,"FB","3 - 5,9 m [Protocole CEN]"
"BSA58",2009,124,6046,9576,"30/06/2009","19.34.00","01/07/2009","09.00.00",1,2,"FB","< 3 m [Protocole CEN]"
"BSA58",2009,124,6047,9577,"30/06/2009","19.40.00","01/07/2009","09.05.00",1,2,"FB","< 3 m [Protocole CEN]"
"BSA58",2009,124,6048,9578,"30/06/2009","19.45.00","01/07/2009","09.10.00",2,3,"FB","< 3 m [Protocole CEN]"
"BSA58",2009,124,6049,9579,"01/07/2009","19.06.00","02/07/2009","08.09.00",2,3,"FB","< 3 m [Protocole CEN]"
"BSA58",2009,124,6050,9580,"01/07/2009","19.12.00","02/07/2009","08.14.00",3,4,"FB","3 - 5,9 m [Protocole CEN]"
"BSA58",2009,124,6051,9581,"01/07/2009","19.17.00","02/07/2009","08.18.00",1,1,"FB","< 3 m [Protocole CEN]"
"BSA58",2009,124,6052,9582,"01/07/2009","19.22.00","02/07/2009","08.24.00",2,3,"FB","< 3 m [Protocole CEN]"
"BSA58",2009,124,6053,9583,"01/07/2009","19.26.00","02/07/2009","08.30.00",1,2,"FB","< 3 m [Protocole CEN]"
"BSA58",2009,124,6054,9584,"01/07/2009","19.30.00","02/07/2009","08.34.00",4,5,"FB","3 - 5,9 m [Protocole CEN]"
"BSA58",2009,124,6055,9585,"01/07/2009","19.34.00","02/07/2009","09.02.00",4,5,"FB","3 - 5,9 m [Protocole CEN]"
"BSA58",2009,124,6059,9589,"01/07/2009","19.48.00","02/07/2009","09.10.00",7,7,"FB","6 -11,9 m [Protocole CEN]"
"BSA58",2017,490,25559,257361,"26/06/2017","17.04.00","27/06/2017","06.54.00",4.1,5.8,"FB","3 - 5,9 m [Protocole CEN]"
"BSA58",2017,490,25561,257363,"26/06/2017","17.19.00","27/06/2017","07.04.00",1.1,2.8,"FB","< 3 m [Protocole CEN]"
"BSA58",2017,490,25562,257373,"27/06/2017","16.52.00","28/06/2017","06.39.00",8.2,9.4,"FB","6 -11,9 m [Protocole CEN]"
"BSA58",2017,490,25564,257364,"26/06/2017","17.24.00","27/06/2017","07.08.00",4.7,5.6,"FB","3 - 5,9 m [Protocole CEN]"
"BSA58",2017,490,25568,257375,"27/06/2017","17.04.00","28/06/2017","06.51.00",3,3.4,"FB","3 - 5,9 m [Protocole CEN]"
"BSA58",2017,490,25569,257376,"27/06/2017","17.09.00","28/06/2017","07.04.00",4.5,6,"FB","3 - 5,9 m [Protocole CEN]"
"BSA58",2017,490,25571,257368,"26/06/2017","17.49.00","27/06/2017","07.34.00",1.4,1.7,"FB","< 3 m [Protocole CEN]"
"BSA58",2017,490,25573,257369,"26/06/2017","18.04.00","27/06/2017","07.49.00",5.4,5.5,"FB","3 - 5,9 m [Protocole CEN]"
"BSA58",2017,490,25574,257370,"26/06/2017","18.09.00","27/06/2017","07.54.00",5,5.3,"FB","3 - 5,9 m [Protocole CEN]"
"BSA58",2017,490,25575,257379,"27/06/2017","17.24.00","28/06/2017","07.14.00",5,5.4,"FB","3 - 5,9 m [Protocole CEN]"
"BSA58",2017,490,25576,257380,"27/06/2017","17.29.00","28/06/2017","07.19.00",1.3,2.3,"FB","< 3 m [Protocole CEN]"
"BSA58",2017,490,25577,257371,"26/06/2017","18.14.00","27/06/2017","07.59.00",1.5,2.3,"FB","< 3 m [Protocole CEN]"
"BSA58",2017,490,25578,257381,"27/06/2017","17.36.00","28/06/2017","07.24.00",1.3,2.7,"FB","< 3 m [Protocole CEN]"
"BSA58",2017,490,25579,257382,"27/06/2017","17.42.00","28/06/2017","07.29.00",3.7,4,"FB","3 - 5,9 m [Protocole CEN]"
"BSA58",2017,490,25580,257383,"27/06/2017","17.51.00","28/06/2017","07.34.00",1.3,2.9,"FB","< 3 m [Protocole CEN]"
"BSA58",2017,490,25581,257372,"26/06/2017","18.22.00","27/06/2017","08.09.00",1,1.5,"FB","< 3 m [Protocole CEN]"
"BSA58",2017,490,25582,257384,"27/06/2017","17.59.00","28/06/2017","07.39.00",2.5,2.9,"FB","< 3 m [Protocole CEN]"
"BSF31",2011,270,15150,241215,"05/06/2011","18.10.00","06/06/2011","08.00.00",2.1,3,"FB","< 3 m [Protocole CEN]"
"BSF31",2011,270,15151,241234,"05/06/2011","18.48.00","06/06/2011","08.20.00",1.4,1.8,"FB","< 3 m [Protocole CEN]"
"BSF31",2011,270,15152,241248,"05/06/2011","18.47.00","06/06/2011","08.10.00",1.3,3,"FB","< 3 m [Protocole CEN]"
"BSF31",2011,270,15153,241224,"05/06/2011","18.45.00","06/06/2011","08.15.00",4,4.6,"FB","3 - 5,9 m [Protocole CEN]"
"BSF31",2011,270,15154,241227,"05/06/2011","19.05.00","06/06/2011","08.35.00",3.5,4.9,"FB","3 - 5,9 m [Protocole CEN]"
"BSF31",2011,270,15155,241235,"05/06/2011","19.10.00","06/06/2011","08.40.00",3.3,4.9,"FB","3 - 5,9 m [Protocole CEN]"
"BSF31",2011,270,15156,241220,"05/06/2011","18.30.00","06/06/2011","08.10.00",7.1,8.9,"FB","6 -11,9 m [Protocole CEN]"
"BSF31",2011,270,15157,241236,"05/06/2011","19.00.00","06/06/2011","08.30.00",6,6.4,"FB","6 -11,9 m [Protocole CEN]"
"BSF31",2011,270,15158,241246,"05/06/2011","18.57.00","06/06/2011","08.20.00",7.2,7.3,"FB","6 -11,9 m [Protocole CEN]"
"BSF31",2011,270,15159,241247,"05/06/2011","18.40.00","06/06/2011","08.13.00",12,12.4,"FB","12 - 19,9 m [Protocole CEN]"
"BSF31",2011,270,15161,241231,"06/06/2011","19.33.00","07/06/2011","08.07.00",2.6,2.7,"FB","< 3 m [Protocole CEN]"
"BSF31",2011,270,15162,241216,"06/06/2011","19.45.00","07/06/2011","08.19.00",1.6,2,"FB","< 3 m [Protocole CEN]"
"BSF31",2011,270,15163,241229,"06/06/2011","19.55.00","07/06/2011","08.26.00",1.3,2,"FB","< 3 m [Protocole CEN]"
"BSF31",2011,270,15164,241243,"06/06/2011","18.56.00","07/06/2011","07.55.00",3.6,3.8,"FB","3 - 5,9 m [Protocole CEN]"
"BSF31",2011,270,15165,241237,"06/06/2011","19.50.00","07/06/2011","08.25.00",3,3.2,"FB","3 - 5,9 m [Protocole CEN]"
"BSF31",2011,270,15166,241232,"06/06/2011","20.00.00","07/06/2011","08.32.00",3,4,"FB","3 - 5,9 m [Protocole CEN]"
"BSF31",2011,270,15167,241223,"06/06/2011","18.25.00","07/06/2011","07.52.00",6.7,9.2,"FB","6 -11,9 m [Protocole CEN]"
"BSF31",2011,270,15168,241226,"06/06/2011","19.40.00","07/06/2011","08.10.00",6,8.7,"FB","6 -11,9 m [Protocole CEN]"
"BSF31",2011,270,15169,241221,"06/06/2011","20.05.00","07/06/2011","08.15.00",6.1,7.2,"FB","6 -11,9 m [Protocole CEN]"
"BSF31",2011,270,15170,241222,"06/06/2011","19.05.00","07/06/2011","08.05.00",13.2,13.4,"FB","12 - 19,9 m [Protocole CEN]"
"BSF31",2011,270,15172,241244,"07/06/2011","18.35.00","08/06/2011","07.35.00",1.9,3,"FB","< 3 m [Protocole CEN]"
"BSF31",2011,270,15173,241217,"07/06/2011","18.47.00","08/06/2011","07.55.00",3.2,5,"FB","3 - 5,9 m [Protocole CEN]"
"BSF31",2011,270,15174,241218,"07/06/2011","18.42.00","08/06/2011","07.50.00",6,7,"FB","6 -11,9 m [Protocole CEN]"
"BSF31",2011,270,15175,241219,"07/06/2011","19.10.00","08/06/2011","08.10.00",7.8,8.1,"FB","6 -11,9 m [Protocole CEN]"
"BSF31",2011,270,15176,241233,"07/06/2011","19.05.00","08/06/2011","08.05.00",6.2,11.5,"FB","6 -11,9 m [Protocole CEN]"
"BSF31",2011,270,15178,241230,"07/06/2011","18.55.00","08/06/2011","08.10.00",12.7,13.9,"FB","12 - 19,9 m [Protocole CEN]"
"BSF31",2011,270,15180,241214,"07/06/2011","18.35.00","08/06/2011","07.55.00",8,11,"FB","6 -11,9 m [Protocole CEN]"
"BSF31",2011,270,15181,241238,"07/06/2011","18.45.00","08/06/2011","08.20.00",20,21,"FB","20 - 34,9 m [Protocole CEN]"
"BSF31",2011,270,15182,241240,"05/06/2011","18.30.00","06/06/2011","07.50.00",0,6,"FPa","0 - 5,9 m Pelagique"
"BSF31",2011,270,15183,241241,"06/06/2011","18.30.00","07/06/2011","07.40.00",6,12,"FPa","6 - 11,9 m Pelagique"
"BSF31",2011,270,15184,241242,"07/06/2011","18.45.00","08/06/2011","07.45.00",12,20,"FPa","18 - 23,9 m Pelagique"
"BSF31",2018,528,26671,258452,"10/09/2018","17.58.00","11/09/2018","08.10.00",1.6,2.9,"FB","< 3 m [Protocole CEN]"
"BSF31",2018,528,26672,258454,"10/09/2018","18.05.00","11/09/2018","07.54.00",3.5,4.2,"FB","3 - 5,9 m [Protocole CEN]"
"BSF31",2018,528,26673,258458,"10/09/2018","18.24.00","11/09/2018","08.12.00",6.9,7.6,"FB","6 -11,9 m [Protocole CEN]"
"BSF31",2018,528,26674,258473,"12/09/2018","18.40.00","13/09/2018","07.49.00",12,12,"FB","12 - 19,9 m [Protocole CEN]"
"BSF31",2018,528,26676,258456,"10/09/2018","18.10.00","11/09/2018","07.58.00",2.3,2.7,"FB","< 3 m [Protocole CEN]"
"BSF31",2018,528,26677,258455,"10/09/2018","18.09.00","11/09/2018","08.20.00",3,3.6,"FB","3 - 5,9 m [Protocole CEN]"
"BSF31",2018,528,26678,258453,"10/09/2018","18.02.00","11/09/2018","08.15.00",6.5,6.9,"FB","6 -11,9 m [Protocole CEN]"
"BSF31",2018,528,26679,258481,"13/09/2018","18.37.00","14/09/2018","08.00.00",12,17,"FB","12 - 19,9 m [Protocole CEN]"
"BSF31",2018,528,26681,258467,"11/09/2018","19.02.00","12/09/2018","08.03.00",1.8,1.8,"FB","< 3 m [Protocole CEN]"
"BSF31",2018,528,26682,258459,"11/09/2018","18.35.00","12/09/2018","07.48.00",3.1,4.6,"FB","3 - 5,9 m [Protocole CEN]"
"BSF31",2018,528,26683,258462,"11/09/2018","18.48.00","12/09/2018","07.58.00",6.6,7.3,"FB","6 -11,9 m [Protocole CEN]"
"BSF31",2018,528,26684,258457,"10/09/2018","18.14.00","11/09/2018","08.06.00",12,13,"FB","12 - 19,9 m [Protocole CEN]"
"BSF31",2018,528,26686,258460,"11/09/2018","18.42.00","12/09/2018","07.51.00",2.4,2.7,"FB","< 3 m [Protocole CEN]"
"BSF31",2018,528,26687,258464,"11/09/2018","18.54.00","12/09/2018","08.05.00",4.2,5.9,"FB","3 - 5,9 m [Protocole CEN]"
"BSF31",2018,528,26688,258465,"11/09/2018","18.56.00","12/09/2018","07.58.00",6.2,9.6,"FB","6 -11,9 m [Protocole CEN]"
"BSF31",2018,528,26690,258468,"12/09/2018","18.27.00","13/09/2018","08.05.00",1.5,2,"FB","< 3 m [Protocole CEN]"
"BSF31",2018,528,26691,258469,"12/09/2018","18.29.00","13/09/2018","07.53.00",3.8,5.3,"FB","3 - 5,9 m [Protocole CEN]"
"BSF31",2018,528,26692,258474,"12/09/2018","18.45.00","13/09/2018","08.11.00",6,8.8,"FB","6 -11,9 m [Protocole CEN]"
"BSF31",2018,528,26693,258451,"10/09/2018","17.54.00","11/09/2018","08.03.00",12,14,"FB","12 - 19,9 m [Protocole CEN]"
"BSF31",2018,528,26694,258470,"12/09/2018","18.32.00","13/09/2018","07.49.00",1.4,2.8,"FB","< 3 m [Protocole CEN]"
"BSF31",2018,528,26695,258475,"12/09/2018","18.46.00","13/09/2018","08.12.00",4.1,5.9,"FB","3 - 5,9 m [Protocole CEN]"
"BSF31",2018,528,26696,258471,"12/09/2018","18.33.00","13/09/2018","07.59.00",6.7,7.9,"FB","6 -11,9 m [Protocole CEN]"
"BSF31",2018,528,26697,258479,"13/09/2018","18.30.00","14/09/2018","07.52.00",12,12,"FB","12 - 19,9 m [Protocole CEN]"
"BSF31",2018,528,26698,258480,"13/09/2018","18.35.00","14/09/2018","07.51.00",2.1,2.9,"FB","< 3 m [Protocole CEN]"
"BSF31",2018,528,26699,258477,"13/09/2018","18.23.00","14/09/2018","07.47.00",3,4.1,"FB","3 - 5,9 m [Protocole CEN]"
"BSF31",2018,528,26700,258483,"13/09/2018","18.45.00","14/09/2018","08.05.00",6.2,6.4,"FB","6 -11,9 m [Protocole CEN]"
"BSF31",2018,528,26701,258478,"13/09/2018","18.28.00","14/09/2018","08.02.00",6.8,7.6,"FB","6 -11,9 m [Protocole CEN]"
"BSF31",2018,528,26702,258476,"13/09/2018","18.20.00","14/09/2018","07.58.00",6.6,6.7,"FB","6 -11,9 m [Protocole CEN]"
"BSF31",2018,528,26703,258450,"10/09/2018","17.43.00","11/09/2018","07.57.00",19,20,"FPa","0 - 5,9 m Pelagique"
"BSF31",2018,528,26704,258461,"11/09/2018","18.47.00","12/09/2018","07.45.00",19,20,"FPa","6 - 11,9 m Pelagique"
"BSJ32",2011,272,15008,240855,"06/07/2011","18.12.00","07/07/2011","06.25.00",4.9,5,"FB","3 - 5,9 m [Protocole CEN]"
"BSJ32",2011,272,15009,240856,"06/07/2011","18.15.00","07/07/2011","06.33.00",4.3,4.5,"FB","3 - 5,9 m [Protocole CEN]"
"BSJ32",2011,272,15010,240857,"06/07/2011","18.19.00","07/07/2011","06.43.00",4.6,4.5,"FB","3 - 5,9 m [Protocole CEN]"
"BSJ32",2011,272,15011,240858,"06/07/2011","18.22.00","07/07/2011","06.50.00",3.2,3.7,"FB","3 - 5,9 m [Protocole CEN]"
"BSJ32",2011,272,15012,240859,"06/07/2011","18.26.00","07/07/2011","07.00.00",2.9,2.7,"FB","< 3 m [Protocole CEN]"
"BSJ32",2011,272,15013,240860,"06/07/2011","18.30.00","07/07/2011","07.03.00",2.5,2.7,"FB","< 3 m [Protocole CEN]"
"BSJ32",2011,272,15014,240861,"06/07/2011","18.35.00","07/07/2011","07.16.00",1.8,2.1,"FB","< 3 m [Protocole CEN]"
"BSJ32",2011,272,15015,240862,"06/07/2011","18.42.00","07/07/2011","07.24.00",1.1,1.5,"FB","< 3 m [Protocole CEN]"
"BSJ32",2017,496,25685,257457,"07/07/2017","19.40.00","08/07/2017","08.40.00",1.5,1.5,"FB","< 3 m [Protocole CEN]"
"BSJ32",2017,496,25686,257458,"07/07/2017","19.45.00","08/07/2017","08.48.00",1.9,2,"FB","< 3 m [Protocole CEN]"
"BSJ32",2017,496,25687,257459,"07/07/2017","19.50.00","08/07/2017","09.00.00",2.2,2.7,"FB","< 3 m [Protocole CEN]"
"BSJ32",2017,496,25688,257460,"07/07/2017","19.55.00","08/07/2017","09.08.00",2.6,2.9,"FB","< 3 m [Protocole CEN]"
"BSJ32",2017,496,25689,257461,"07/07/2017","20.00.00","08/07/2017","09.12.00",3,3.6,"FB","3 - 5,9 m [Protocole CEN]"
"BSJ32",2017,496,25690,257462,"07/07/2017","20.05.00","08/07/2017","09.16.00",3.8,3.8,"FB","3 - 5,9 m [Protocole CEN]"
"BSJ32",2017,496,25691,257463,"07/07/2017","20.10.00","08/07/2017","00.00.00",3.9,4.1,"FB","3 - 5,9 m [Protocole CEN]"
"BSJ32",2017,496,25692,257464,"07/07/2017","20.15.00","08/07/2017","09.25.00",4.2,4.5,"FB","3 - 5,9 m [Protocole CEN]"
"BUL85",2007,24,929,2657,"22/08/2007","18.15.00","23/08/2007","08.00.00",7,12,"FB","6 -11,9 m [Protocole CEN]"
"BUL85",2007,24,930,2658,"22/08/2007","18.20.00","23/08/2007","07.15.00",2,3,"FB","< 3 m [Protocole CEN]"
"BUL85",2007,24,931,2659,"22/08/2007","18.25.00","23/08/2007","07.00.00",8,8,"FB","6 -11,9 m [Protocole CEN]"
"BUL85",2007,24,933,2643,"22/08/2007","19.00.00","23/08/2007","07.40.00",15,18,"FP","12 - 17,9 m Pelagique"
