"Lake_ID","year","value","raw_value"
"AIG73",1966,13.0712027650226,13.0712027650226
"AIG73",1967,13.0006648713556,13.0006648713556
"AIG73",1968,12.7546555939628,12.7546555939628
"AIG73",1969,12.4330898283886,12.4330898283886
"AIG73",1970,12.6523765380457,12.6523765380457
"AIG73",1971,12.9531559635733,12.9531559635733
"AIG73",1972,12.3680442911084,12.3680442911084
"AIG73",1973,13.0002569799676,13.0002569799676
"AIG73",1974,12.7432562579467,12.7432562579467
"AIG73",1975,13.0938593299725,13.0938593299725
"AIG73",1976,13.2374817094823,13.2374817094823
"AIG73",1977,12.5866983734481,12.5866983734481
"AIG73",1978,12.600430304509,12.600430304509
"AIG73",1979,12.8321496617893,12.8321496617893
"AIG73",1980,12.3443318579747,12.3443318579747
"AIG73",1981,13.210487306815,13.210487306815
"AIG73",1982,13.2925413755992,13.2925413755992
"AIG73",1983,12.9717679575888,12.9717679575888
"AIG73",1984,12.7547597795329,12.7547597795329
"AIG73",1985,12.9444896698203,12.9444896698203
"AIG73",1986,13.0179691399078,13.0179691399078
"AIG73",1987,13.9084667259077,13.9084667259077
"AIG73",1988,13.6565469454469,13.6565469454469
"AIG73",1989,14.1176285463537,14.1176285463537
"AIG73",1990,13.6623714688971,13.6623714688971
"AIG73",1991,13.5227412604733,13.5227412604733
"AIG73",1992,13.8172846183971,13.8172846183971
"AIG73",1993,14.0483960369554,14.0483960369554
"AIG73",1994,14.4943810541619,14.4943810541619
"AIG73",1995,13.7364814783999,13.7364814783999
"AIG73",1996,13.5761856693736,13.5761856693736
"AIG73",1997,14.0940728036366,14.0940728036366
"AIG73",1998,13.2688465651649,13.2688465651649
"AIG73",1999,13.6418467919713,13.6418467919713
"AIG73",2000,14.3702502616893,14.3702502616893
"AIG73",2001,13.8064351765687,13.8064351765687
"AIG73",2002,14.6312361571591,14.6312361571591
"AIG73",2003,14.3556011242531,14.3556011242531
"AIG73",2004,13.6182432186613,13.6182432186613
"AIG73",2005,13.6603781681574,13.6603781681574
"AIG73",2006,15.0853812012927,15.0853812012927
"AIG73",2007,13.6557456947315,13.6557456947315
"AIG73",2008,13.5892129837224,13.5892129837224
"AIG73",2009,13.962951819294,13.962951819294
"AIG73",2010,14.031569034439,14.031569034439
"AIG73",2011,14.3367590336079,14.3367590336079
"AIG73",2012,13.7473641127095,13.7473641127095
"AIG73",2013,14.1564384547958,14.1564384547958
"AIG73",2014,14.6809065916334,14.6809065916334
"AIG73",2015,14.7628392896683,14.7628392896683
"AIG73",2016,14.4128750685098,14.4128750685098
"AIG73",2017,14.7573034561025,14.7573034561025
"AIG73",2018,15.1740098128839,15.1740098128839
"AIL02",1959,13.7590692123894,13.7590692123894
"AIL02",1960,13.5598306096429,13.5598306096429
"AIL02",1961,12.8202099203017,12.8202099203017
"AIL02",1962,11.5239710745955,11.5239710745955
"AIL02",1963,12.5192547569324,12.5192547569324
"AIL02",1964,12.5156627173772,12.5156627173772
"AIL02",1965,12.9113091917952,12.9113091917952
"AIL02",1966,13.2176180068231,13.2176180068231
"AIL02",1967,12.8062017391736,12.8062017391736
"AIL02",1968,12.657086994918,12.657086994918
"AIL02",1969,12.5010090362761,12.5010090362761
"AIL02",1970,12.835406033925,12.835406033925
"AIL02",1971,12.6225495571022,12.6225495571022
"AIL02",1972,12.2882785281473,12.2882785281473
"AIL02",1973,13.1205274480271,13.1205274480271
"AIL02",1974,13.1935064384107,13.1935064384107
"AIL02",1975,13.163554793868,13.163554793868
"AIL02",1976,13.2532640316752,13.2532640316752
"AIL02",1977,12.5358115430638,12.5358115430638
"AIL02",1978,11.8142206193142,11.8142206193142
"AIL02",1979,12.5531720597142,12.5531720597142
"AIL02",1980,12.6159535492525,12.6159535492525
"AIL02",1981,12.8281139676372,12.8281139676372
"AIL02",1982,13.403398962848,13.403398962848
"AIL02",1983,12.9001399503227,12.9001399503227
"AIL02",1984,12.4381015643317,12.4381015643317
"AIL02",1985,12.1933035345463,12.1933035345463
"AIL02",1986,12.4667976072156,12.4667976072156
"AIL02",1987,13.3964713546584,13.3964713546584
"AIL02",1988,13.6760802140555,13.6760802140555
"AIL02",1989,14.0404692061088,14.0404692061088
"AIL02",1990,13.2713147217999,13.2713147217999
"AIL02",1991,13.1941263949726,13.1941263949726
"AIL02",1992,13.5095879511749,13.5095879511749
"AIL02",1993,13.4437250152879,13.4437250152879
"AIL02",1994,14.3520208994991,14.3520208994991
"AIL02",1995,12.9266475883983,12.9266475883983
"AIL02",1996,12.8636176176218,12.8636176176218
"AIL02",1997,13.8632631951588,13.8632631951588
"AIL02",1998,13.7859829520436,13.7859829520436
"AIL02",1999,14.0546485304686,14.0546485304686
"AIL02",2000,14.2099631732763,14.2099631732763
"AIL02",2001,14.0208650559668,14.0208650559668
"AIL02",2002,14.2376871880968,14.2376871880968
"AIL02",2003,14.0081851609663,14.0081851609663
"AIL02",2004,13.8332254157602,13.8332254157602
"AIL02",2005,13.7146793634427,13.7146793634427
"AIL02",2006,15.1145385433402,15.1145385433402
"AIL02",2007,13.7994482956343,13.7994482956343
"AIL02",2008,13.3126023392988,13.3126023392988
"AIL02",2009,13.5587091885831,13.5587091885831
"AIL02",2010,13.6065114422241,13.6065114422241
"AIL02",2011,14.0965060874999,14.0965060874999
"AIL02",2012,13.1582935043347,13.1582935043347
"AIL02",2013,14.4076654382206,14.4076654382206
"AIL02",2014,14.1758804648479,14.1758804648479
"AIL02",2015,14.4759013597576,14.4759013597576
"AIL02",2016,14.0772826044685,14.0772826044685
"AIL02",2017,14.6863146603054,14.6863146603054
"AIL02",2018,14.8451333175297,14.8451333175297
"ALE2B",1959,16.412874749116,16.412874749116
"ALE2B",1960,16.726123281893,16.726123281893
"ALE2B",1961,16.7278942247087,16.7278942247087
"ALE2B",1962,15.920421695945,15.920421695945
"ALE2B",1963,16.7829272445698,16.7829272445698
"ALE2B",1964,16.4855678948126,16.4855678948126
"ALE2B",1965,16.6609737377442,16.6609737377442
"ALE2B",1966,16.4426885423533,16.4426885423533
"ALE2B",1967,16.7206023956416,16.7206023956416
"ALE2B",1968,16.1676567167668,16.1676567167668
"ALE2B",1969,16.2735970157741,16.2735970157741
"ALE2B",1970,16.3311600249502,16.3311600249502
"ALE2B",1971,16.2699175137867,16.2699175137867
"ALE2B",1972,15.9924323823708,15.9924323823708
"ALE2B",1973,16.3221338690891,16.3221338690891
"ALE2B",1974,16.0180420499414,16.0180420499414
"ALE2B",1975,16.299232110164,16.299232110164
"ALE2B",1976,16.4249291423436,16.4249291423436
"ALE2B",1977,16.2168191945782,16.2168191945782
"ALE2B",1978,16.2644819977821,16.2644819977821
"ALE2B",1979,16.0516022282759,16.0516022282759
"ALE2B",1980,15.7652098712762,15.7652098712762
"ALE2B",1981,16.7640586595824,16.7640586595824
"ALE2B",1982,17.2038615251996,17.2038615251996
"ALE2B",1983,16.0307806995747,16.0307806995747
"ALE2B",1984,16.0834773515913,16.0834773515913
"ALE2B",1985,16.8214351144919,16.8214351144919
"ALE2B",1986,16.6550661358027,16.6550661358027
"ALE2B",1987,17.26956733025,17.26956733025
"ALE2B",1988,17.0007030812032,17.0007030812032
"ALE2B",1989,17.1318305820742,17.1318305820742
"ALE2B",1990,15.8845632770388,15.8845632770388
"ALE2B",1991,15.8211183612155,15.8211183612155
"ALE2B",1992,16.2969052046249,16.2969052046249
"ALE2B",1993,16.7521594497644,16.7521594497644
"ALE2B",1994,16.716888963933,16.716888963933
"ALE2B",1995,16.0715855087801,16.0715855087801
"ALE2B",1996,16.2937647473989,16.2937647473989
"ALE2B",1997,16.7485398242938,16.7485398242938
"ALE2B",1998,16.3296827605671,16.3296827605671
"ALE2B",1999,16.6032808004537,16.6032808004537
"ALE2B",2000,17.1798944920846,17.1798944920846
"ALE2B",2001,16.4663281265978,16.4663281265978
"ALE2B",2002,16.7305433478111,16.7305433478111
"ALE2B",2003,16.6851987742762,16.6851987742762
"ALE2B",2004,15.9696071679077,15.9696071679077
"ALE2B",2005,15.9768935496509,15.9768935496509
"ALE2B",2006,17.2192098698046,17.2192098698046
"ALE2B",2007,16.45220724607,16.45220724607
"ALE2B",2008,16.4278638763121,16.4278638763121
"ALE2B",2009,16.3127234308722,16.3127234308722
"ALE2B",2010,16.6459475504397,16.6459475504397
"ALE2B",2011,17.3548213915501,17.3548213915501
"ALE2B",2012,17.1892138603168,17.1892138603168
"ALE2B",2013,17.4713783695811,17.4713783695811
"ALE2B",2014,17.7882673524859,17.7882673524859
"ALE2B",2015,17.8388473818298,17.8388473818298
"ALE2B",2016,17.7285468146137,17.7285468146137
"ALE2B",2017,17.4719651314404,17.4719651314404
"ALE2B",2018,17.5539609868734,17.5539609868734
"ALL01",1959,14.7596909316811,14.7596909316811
"ALL01",1960,14.3598866089173,14.3598866089173
"ALL01",1961,13.9008516049728,13.9008516049728
"ALL01",1962,12.6290572385836,12.6290572385836
"ALL01",1963,13.5295992311248,13.5295992311248
"ALL01",1964,13.4073719033273,13.4073719033273
"ALL01",1965,14.2398330411365,14.2398330411365
"ALL01",1966,14.056371205709,14.056371205709
"ALL01",1967,13.6730796503517,13.6730796503517
"ALL01",1968,13.5342517530823,13.5342517530823
"ALL01",1969,13.0865501143758,13.0865501143758
"ALL01",1970,13.2740286754077,13.2740286754077
"ALL01",1971,13.3999988798019,13.3999988798019
"ALL01",1972,12.7965504656993,12.7965504656993
"ALL01",1973,13.8384920844548,13.8384920844548
"ALL01",1974,13.7517621662426,13.7517621662426
"ALL01",1975,13.5454495239461,13.5454495239461
"ALL01",1976,14.0052649212728,14.0052649212728
"ALL01",1977,13.3338339112898,13.3338339112898
"ALL01",1978,13.3317143097159,13.3317143097159
"ALL01",1979,13.5918986567653,13.5918986567653
"ALL01",1980,12.8928423719182,12.8928423719182
"ALL01",1981,14.2109058355624,14.2109058355624
"ALL01",1982,14.4534822666161,14.4534822666161
"ALL01",1983,13.7825060828653,13.7825060828653
"ALL01",1984,13.5458248490009,13.5458248490009
"ALL01",1985,13.7036473723324,13.7036473723324
"ALL01",1986,13.8093849958846,13.8093849958846
"ALL01",1987,14.5212971821474,14.5212971821474
"ALL01",1988,14.2170239084994,14.2170239084994
"ALL01",1989,14.6691989774316,14.6691989774316
"ALL01",1990,13.9613407242398,13.9613407242398
"ALL01",1991,13.8817228282633,13.8817228282633
"ALL01",1992,14.1138815599356,14.1138815599356
"ALL01",1993,14.2659143947791,14.2659143947791
"ALL01",1994,14.3476437574917,14.3476437574917
"ALL01",1995,13.3754070409258,13.3754070409258
"ALL01",1996,13.2134105374123,13.2134105374123
"ALL01",1997,14.0246554192494,14.0246554192494
"ALL01",1998,13.2127266422281,13.2127266422281
"ALL01",1999,13.5868239264378,13.5868239264378
"ALL01",2000,14.5126551570243,14.5126551570243
"ALL01",2001,13.4981252604607,13.4981252604607
"ALL01",2002,14.3627966831262,14.3627966831262
"ALL01",2003,14.0349221655536,14.0349221655536
"ALL01",2004,13.6895818230892,13.6895818230892
"ALL01",2005,13.7561130176603,13.7561130176603
"ALL01",2006,15.0458780246941,15.0458780246941
"ALL01",2007,13.5365749131245,13.5365749131245
"ALL01",2008,13.6177395572739,13.6177395572739
"ALL01",2009,14.0494003731637,14.0494003731637
"ALL01",2010,14.0704375487818,14.0704375487818
"ALL01",2011,14.2766856948867,14.2766856948867
"ALL01",2012,13.7731837812174,13.7731837812174
"ALL01",2013,14.5335517917112,14.5335517917112
"ALL01",2014,14.9301369064479,14.9301369064479
"ALL01",2015,14.9973090905129,14.9973090905129
"ALL01",2016,14.2798013326828,14.2798013326828
"ALL01",2017,14.8490412912848,14.8490412912848
"ALL01",2018,15.0927756996631,15.0927756996631
"ALZ81",1959,13.1087603391994,13.1087603391994
"ALZ81",1960,13.0493952823559,13.0493952823559
"ALZ81",1961,13.2530706982692,13.2530706982692
"ALZ81",1962,12.0192030752979,12.0192030752979
"ALZ81",1963,12.7098328511138,12.7098328511138
"ALZ81",1964,12.5539823684287,12.5539823684287
"ALZ81",1965,13.0547465951132,13.0547465951132
"ALZ81",1966,12.7884164755118,12.7884164755118
"ALZ81",1967,12.8531882887362,12.8531882887362
"ALZ81",1968,12.7703042914335,12.7703042914335
"ALZ81",1969,12.4986459504615,12.4986459504615
"ALZ81",1970,12.8068835008126,12.8068835008126
"ALZ81",1971,12.6716757376972,12.6716757376972
"ALZ81",1972,12.3380100088013,12.3380100088013
"ALZ81",1973,12.8942181144501,12.8942181144501
"ALZ81",1974,12.5536753047514,12.5536753047514
"ALZ81",1975,12.8494992809182,12.8494992809182
"ALZ81",1976,12.6371730284735,12.6371730284735
"ALZ81",1977,12.3241045156212,12.3241045156212
"ALZ81",1978,12.5176412409848,12.5176412409848
"ALZ81",1979,12.3754706723767,12.3754706723767
"ALZ81",1980,12.2722385480209,12.2722385480209
"ALZ81",1981,13.344198232888,13.344198232888
"ALZ81",1982,13.2874392280776,13.2874392280776
"ALZ81",1983,13.0684984079519,13.0684984079519
"ALZ81",1984,12.9392057262911,12.9392057262911
"ALZ81",1985,13.2052800190623,13.2052800190623
"ALZ81",1986,13.2696208303682,13.2696208303682
"ALZ81",1987,13.8825516884374,13.8825516884374
"ALZ81",1988,14.1179427348406,14.1179427348406
"ALZ81",1989,15.2649085666251,15.2649085666251
"ALZ81",1990,13.5187791697418,13.5187791697418
"ALZ81",1991,13.4967548654351,13.4967548654351
"ALZ81",1992,13.6235303237627,13.6235303237627
"ALZ81",1993,13.1463527845881,13.1463527845881
"ALZ81",1994,13.386322079668,13.386322079668
"ALZ81",1995,13.0368557774604,13.0368557774604
"ALZ81",1996,13.2315011571216,13.2315011571216
"ALZ81",1997,13.6031420950277,13.6031420950277
"ALZ81",1998,12.71409402559,12.71409402559
"ALZ81",1999,12.9932099075661,12.9932099075661
"ALZ81",2000,13.5281428710801,13.5281428710801
"ALZ81",2001,13.03883965857,13.03883965857
"ALZ81",2002,13.5039574436002,13.5039574436002
"ALZ81",2003,13.6171155729662,13.6171155729662
"ALZ81",2004,12.7644452840384,12.7644452840384
"ALZ81",2005,12.9841906123504,12.9841906123504
"ALZ81",2006,13.9825872609713,13.9825872609713
"ALZ81",2007,12.7669587646813,12.7669587646813
"ALZ81",2008,12.6619528728639,12.6619528728639
"ALZ81",2009,12.8464269229968,12.8464269229968
"ALZ81",2010,12.7998730543537,12.7998730543537
"ALZ81",2011,13.477279813454,13.477279813454
"ALZ81",2012,12.8700874028055,12.8700874028055
"ALZ81",2013,13.1934108276673,13.1934108276673
"ALZ81",2014,13.4698836779543,13.4698836779543
"ALZ81",2015,13.7756819666211,13.7756819666211
"ALZ81",2016,13.7339596852194,13.7339596852194
"ALZ81",2017,13.4694489979974,13.4694489979974
"ALZ81",2018,14.0215637205147,14.0215637205147
"AMA10",1959,13.6205941041938,13.6205941041938
"AMA10",1960,13.4097151656246,13.4097151656246
"AMA10",1961,12.812010985904,12.812010985904
"AMA10",1962,11.4547980614506,11.4547980614506
"AMA10",1963,12.5496680266012,12.5496680266012
"AMA10",1964,12.5105023146657,12.5105023146657
"AMA10",1965,13.1047298062619,13.1047298062619
"AMA10",1966,13.3132349210849,13.3132349210849
"AMA10",1967,12.876721270633,12.876721270633
"AMA10",1968,12.780487120825,12.780487120825
"AMA10",1969,12.6779334919978,12.6779334919978
"AMA10",1970,12.8577404778997,12.8577404778997
"AMA10",1971,12.5703701686995,12.5703701686995
"AMA10",1972,11.9826727483323,11.9826727483323
"AMA10",1973,13.1189492023223,13.1189492023223
"AMA10",1974,13.2265428753131,13.2265428753131
"AMA10",1975,13.0893880502952,13.0893880502952
"AMA10",1976,13.4468382613978,13.4468382613978
"AMA10",1977,12.6766043879689,12.6766043879689
"AMA10",1978,12.1696756363276,12.1696756363276
"AMA10",1979,12.762880715799,12.762880715799
"AMA10",1980,12.5541062107436,12.5541062107436
"AMA10",1981,13.3058228817599,13.3058228817599
"AMA10",1982,13.8134188328012,13.8134188328012
"AMA10",1983,12.9418548614996,12.9418548614996
"AMA10",1984,12.5693568312204,12.5693568312204
"AMA10",1985,12.1873028789108,12.1873028789108
"AMA10",1986,12.3447695913545,12.3447695913545
"AMA10",1987,13.2961881827582,13.2961881827582
"AMA10",1988,13.3697427574914,13.3697427574914
"AMA10",1989,13.7215740573441,13.7215740573441
"AMA10",1990,13.0849029721722,13.0849029721722
"AMA10",1991,13.0312775230512,13.0312775230512
"AMA10",1992,13.4040189743254,13.4040189743254
"AMA10",1993,13.362200178375,13.362200178375
"AMA10",1994,14.2786129571943,14.2786129571943
"AMA10",1995,13.1770658902464,13.1770658902464
"AMA10",1996,12.9081302180525,12.9081302180525
"AMA10",1997,13.8145148858881,13.8145148858881
"AMA10",1998,13.5947059157074,13.5947059157074
"AMA10",1999,13.9335579812187,13.9335579812187
"AMA10",2000,14.4677634398014,14.4677634398014
"AMA10",2001,13.8398611823773,13.8398611823773
"AMA10",2002,14.5004107652079,14.5004107652079
"AMA10",2003,14.2157208651533,14.2157208651533
"AMA10",2004,13.7112309322144,13.7112309322144
"AMA10",2005,13.8228068287115,13.8228068287115
"AMA10",2006,15.1670694135766,15.1670694135766
"AMA10",2007,13.6750210307136,13.6750210307136
"AMA10",2008,13.4457572965031,13.4457572965031
"AMA10",2009,13.7406544530837,13.7406544530837
"AMA10",2010,13.759605541645,13.759605541645
"AMA10",2011,14.2808838505991,14.2808838505991
"AMA10",2012,13.5784979600592,13.5784979600592
"AMA10",2013,14.5542008345716,14.5542008345716
"AMA10",2014,14.5216117477076,14.5216117477076
"AMA10",2015,14.7270795079907,14.7270795079907
"AMA10",2016,14.0866479330648,14.0866479330648
"AMA10",2017,14.9282857090285,14.9282857090285
"AMA10",2018,15.053518006893,15.053518006893
"ANG85",1959,15.8966191148698,15.8966191148698
"ANG85",1960,15.5375154907212,15.5375154907212
"ANG85",1961,14.9273140169483,14.9273140169483
"ANG85",1962,13.5520693366295,13.5520693366295
"ANG85",1963,14.2795352851211,14.2795352851211
"ANG85",1964,14.3853709984493,14.3853709984493
"ANG85",1965,15.0216073414699,15.0216073414699
"ANG85",1966,15.0403074891903,15.0403074891903
"ANG85",1967,14.7778885378901,14.7778885378901
"ANG85",1968,15.0023367314836,15.0023367314836
"ANG85",1969,15.0188965626348,15.0188965626348
"ANG85",1970,14.8058018001096,14.8058018001096
"ANG85",1971,14.6572345124192,14.6572345124192
"ANG85",1972,14.4123630896835,14.4123630896835
"ANG85",1973,15.2045622290201,15.2045622290201
"ANG85",1974,15.1894414563956,15.1894414563956
"ANG85",1975,15.149896604481,15.149896604481
"ANG85",1976,15.1920606865045,15.1920606865045
"ANG85",1977,14.724560312069,14.724560312069
"ANG85",1978,14.465158630193,14.465158630193
"ANG85",1979,14.5570277322019,14.5570277322019
"ANG85",1980,14.5187536340968,14.5187536340968
"ANG85",1981,15.6658658754542,15.6658658754542
"ANG85",1982,15.7000788805193,15.7000788805193
"ANG85",1983,15.2677071331202,15.2677071331202
"ANG85",1984,14.3818572310919,14.3818572310919
"ANG85",1985,13.8845958586192,13.8845958586192
"ANG85",1986,14.231714487653,14.231714487653
"ANG85",1987,15.1999064712622,15.1999064712622
"ANG85",1988,15.3289686384956,15.3289686384956
"ANG85",1989,16.214120517387,16.214120517387
"ANG85",1990,14.9385660406784,14.9385660406784
"ANG85",1991,14.5384896316202,14.5384896316202
"ANG85",1992,14.8188154122732,14.8188154122732
"ANG85",1993,14.8623539904236,14.8623539904236
"ANG85",1994,16.0152366334856,16.0152366334856
"ANG85",1995,15.2647338088952,15.2647338088952
"ANG85",1996,14.9815125923381,14.9815125923381
"ANG85",1997,15.7064373472389,15.7064373472389
"ANG85",1998,15.388577890465,15.388577890465
"ANG85",1999,15.4193973101267,15.4193973101267
"ANG85",2000,15.7289644125286,15.7289644125286
"ANG85",2001,15.2544273811877,15.2544273811877
"ANG85",2002,15.8600696829648,15.8600696829648
"ANG85",2003,15.7722495868189,15.7722495868189
"ANG85",2004,15.4151688833464,15.4151688833464
"ANG85",2005,15.3869444662513,15.3869444662513
"ANG85",2006,16.3268085705653,16.3268085705653
"ANG85",2007,14.9462822579195,14.9462822579195
"ANG85",2008,14.5817713801472,14.5817713801472
"ANG85",2009,14.9751184995498,14.9751184995498
"ANG85",2010,15.0767440825754,15.0767440825754
"ANG85",2011,15.548277212981,15.548277212981
"ANG85",2012,14.9090483995138,14.9090483995138
"ANG85",2013,15.6625599987475,15.6625599987475
"ANG85",2014,15.6100074901864,15.6100074901864
"ANG85",2015,15.7445437610947,15.7445437610947
"ANG85",2016,15.5124371958367,15.5124371958367
"ANG85",2017,15.884023267288,15.884023267288
"ANG85",2018,16.074772472504,16.074772472504
"ANN74",1959,13.0529469480613,13.0529469480613
"ANN74",1960,12.7380723950386,12.7380723950386
"ANN74",1961,12.548641553813,12.548641553813
"ANN74",1962,11.3860371084158,11.3860371084158
"ANN74",1963,12.4366998526812,12.4366998526812
"ANN74",1964,12.0218579158683,12.0218579158683
"ANN74",1965,12.2221430921324,12.2221430921324
"ANN74",1966,12.3213623609268,12.3213623609268
"ANN74",1967,12.3984274745943,12.3984274745943
"ANN74",1968,12.2236804815167,12.2236804815167
"ANN74",1969,11.7637166057317,11.7637166057317
"ANN74",1970,12.1997326244374,12.1997326244374
"ANN74",1971,12.5830758068545,12.5830758068545
"ANN74",1972,11.9237956144237,11.9237956144237
"ANN74",1973,12.5484829687246,12.5484829687246
"ANN74",1974,12.2246908135454,12.2246908135454
"ANN74",1975,12.5842047329249,12.5842047329249
"ANN74",1976,12.5677078601215,12.5677078601215
